FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
53513.4673,25819.2569,52093.1482,39514.7502,34591.6897,36863.1184,5063.653,49182.6832,44163.5996,55161.4612,-2109.4233,-2569.9139,23515.9546
53532.4216,25822.1179,52094.3552,39522.7969,34612.2086,36862.3137,5060.3896,49203.8727,44186.1749,55172.3689,-2096.8616,-2558.6933,23519.0392
53553.2534,25834.8584,52095.5175,39538.0855,34628.6148,36867.8123,5065.307,49220.9047,44199.273,55179.4767,-2087.0268,-2547.3833,23524.8059
53549.543,25837.2277,52094.0423,39531.4693,34620.747,36867.6335,5066.2011,49215.8979,44190.1088,55178.7615,-2090.3796,-2555.7429,23524.6271
53532.0193,25828.1529,52092.4777,39515.1973,34587.8452,36858.9163,5056.8134,49195.2002,44179.2905,55169.8208,-2107.3669,-2574.1607,23514.2112
53528.1301,25825.2025,52088.9014,39504.9602,34583.9113,36854.7142,5046.9339,49188.1371,44183.0456,55166.3339,-2114.2066,-2577.424,23509.2044
53545.2068,25831.148,52088.4097,39513.5432,34607.6936,36857.9775,5049.035,49216.032,44193.3721,55171.6089,-2101.6896,-2564.8177,23512.1995
53551.6888,25827.84,52084.5205,39520.4723,34620.1211,36855.9211,5050.9572,49231.41,44196.0096,55169.0608,-2096.0569,-2560.0344,23510.9031
53544.6703,25829.1811,52089.7955,39518.55,34607.8724,36853.8201,5054.4888,49227.8785,44196.1437,55170.536,-2101.3319,-2560.1685,23511.4843
53527.5489,25831.9527,52096.7692,39510.9951,34586.5041,36853.7307,5056.5451,49220.7706,44189.5723,55174.1123,-2109.9597,-2566.6952,23513.5406
53519.6364,25829.941,52095.3387,39508.1788,34589.0075,36855.0271,5053.9523,49212.9475,44195.1603,55171.8324,-2109.0209,-2570.8526,23515.7311
53539.9318,25836.1995,52094.2211,39522.7522,34612.1639,36859.408,5056.724,49237.3556,44212.0582,55178.225,-2095.8781,-2560.9732,23520.0226
53542.7928,25835.2607,52092.2095,39524.9873,34620.7917,36861.5985,5055.5617,49248.3526,44212.9523,55179.4767,-2094.6711,-2556.2346,23517.5192
53534.3885,25831.908,52091.8071,39520.6064,34615.0249,36864.7277,5057.171,49228.1467,44205.3974,55177.4651,-2099.0968,-2556.5475,23515.9993
53516.6413,25823.3249,52089.7955,39508.3576,34594.2825,36858.4692,5051.2254,49206.6443,44187.7395,55167.1386,-2116.2182,-2572.2831,23506.0751
53512.8862,25814.6524,52084.8781,39500.8475,34581.6761,36851.0038,5042.7765,49207.3596,44175.446,55158.9131,-2124.4884,-2584.0849,23498.1626
53523.2574,25817.5135,52084.8334,39507.8659,34601.4351,36853.8201,5041.8824,49228.996,44189.7959,55162.8917,-2109.8256,-2571.2103,23503.1247
53531.8851,25818.9887,52084.5205,39524.1827,34622.8927,36862.2243,5046.5316,49249.5596,44202.7599,55170.536,-2096.3699,-2562.359,23509.8302
53522.7656,25814.9207,52080.4524,39515.1079,34603.8938,36856.6811,5046.7551,49237.2662,44197.2166,55165.7528,-2105.1764,-2571.255,23506.4328
53506.8065,25805.98,52074.8645,39499.1487,34575.82,36846.5781,5041.033,49211.0252,44178.4859,55151.403,-2121.672,-2587.6611,23501.2025
53506.1806,25807.5893,52073.5234,39496.5112,34571.1708,36842.4207,5037.2779,49206.3761,44175.6696,55151.403,-2124.2648,-2587.9741,23500.7107
53522.5421,25816.4853,52071.8694,39508.2682,34595.2213,36847.2487,5034.7298,49222.514,44186.1749,55155.2474,-2115.3241,-2576.0382,23500.7107
53534.8356,25817.1111,52076.4738,39518.2818,34612.1192,36852.9707,5034.2381,49241.2448,44194.892,55157.7508,-2107.4116,-2568.5281,23502.2753
53523.168,25808.2598,52082.1959,39515.0185,34604.8772,36854.1777,5039.7813,49231.6335,44191.8075,55158.3767,-2115.9947,-2573.3113,23502.4095
53510.6063,25808.9304,52084.2969,39506.3013,34584.716,36853.8648,5044.6093,49215.8532,44187.203,55159.5837,-2125.2483,-2582.7885,23502.5883
53511.098,25810.9421,52083.5817,39502.5462,34582.7043,36858.0222,5046.1292,49218.7589,44184.9679,55157.572,-2117.0229,-2581.4474,23500.9342
53529.7394,25821.0003,52085.8616,39514.4373,34609.5711,36864.1913,5049.4373,49246.9221,44200.5247,55164.5011,-2101.4214,-2566.5164,23505.3599
53545.5644,25831.4162,52085.9957,39523.1992,34624.9044,36871.0309,5051.0913,49265.6082,44201.1505,55170.2231,-2096.8169,-2559.1403,23510.7243
53536.6684,25828.0188,52086.7556,39515.9572,34608.4535,36869.958,5050.8678,49249.202,44197.7084,55170.089,-2104.3718,-2565.8906,23509.8749
53518.7423,25824.3531,52090.1084,39507.4636,34591.4215,36866.5159,5048.4538,49237.1768,44190.1535,55166.8704,-2117.7828,-2573.5348,23507.2374
53525.582,25827.84,52093.6847,39513.0068,34598.7529,36871.8356,5055.8746,49245.7151,44198.0213,55171.5642,-2110.4962,-2566.9634,23510.5008
53545.8326,25832.355,52091.3154,39521.9922,34620.2105,36877.5576,5057.3051,49268.8715,44213.3546,55178.4933,-2096.0122,-2557.8886,23513.5853
53549.3195,25839.1947,52093.4165,39529.7706,34630.2688,36881.5362,5059.8085,49295.6489,44222.5635,55178.7615,-2085.3728,-2551.049,23517.0722
53540.2,25843.8438,52093.1035,39530.3518,34621.9093,36880.2845,5065.6199,49287.7811,44221.2671,55175.2746,-2087.9209,-2551.1831,23516.8934
53522.9892,25840.0887,52091.8071,39519.757,34593.3884,36874.9201,5064.413,49263.0601,44212.997,55170.6702,-2104.4165,-2562.2696,23512.8701
53532.511,25835.2607,52094.0423,39520.3829,34593.6567,36878.7199,5067.8104,49260.5567,44217.959,55178.4039,-2102.6284,-2554.7147,23516.6699
53556.6956,25841.0722,52096.0093,39536.2526,34625.0832,36889.4041,5066.2458,49279.2428,44223.6364,55179.2085,-2087.1162,-2543.0471,23520.3356
53558.9755,25839.9099,52093.8188,39535.9397,34635.4544,36886.8113,5061.5966,49286.2165,44222.34,55177.9121,-2088.3679,-2542.2424,23517.7875
53540.2447,25832.1762,52093.1035,39527.1331,34615.3826,36878.6305,5059.6297,49275.3536,44215.9474,55183.1871,-2101.2425,-2550.6914,23513.8983
53522.8103,25823.8614,52087.5156,39513.5432,34597.7694,36873.4002,5054.8911,49257.8298,44201.8211,55174.2911,-2115.1453,-2564.9965,23508.5338
53520.4858,25821.5815,52084.9675,39509.8776,34589.9463,36874.2496,5050.3761,49253.5383,44201.3294,55165.9316,-2115.1453,-2563.8342,23507.0586
53532.8686,25824.6213,52080.4971,39515.3314,34605.3243,36869.8686,5046.0845,49273.6548,44211.8794,55169.329,-2101.5108,-2552.5689,23506.9245
