FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
53787.7232,26005.5363,52248.9399,39737.6418,34770.9954,37066.0275,5048.275,49378.1716,44174.239,55154.8004,-1908.2129,-2440.0949,23714.0357
53800.5978,26012.5101,52251.9797,39744.2132,34788.0721,37067.1004,5048.4985,49389.3474,44190.0641,55159.1814,-1896.143,-2427.3545,23716.0474
53813.6512,26020.512,52251.3986,39747.9236,34804.8359,37071.8837,5047.2468,49399.1375,44196.9484,55164.7693,-1879.0662,-2416.6256,23719.2661
53816.5569,26013.8065,52246.9282,39744.2132,34795.5823,37067.5921,5045.3246,49396.1871,44184.8785,55159.4943,-1883.8942,-2422.1241,23715.4663
53804.6211,26008.6209,52247.7776,39739.7876,34785.8369,37070.1849,5047.068,49380.5408,44184.5208,55160.7013,-1892.2091,-2436.3399,23713.1417
53787.8573,26003.167,52245.0507,39730.7128,34768.5367,37069.3356,5043.447,49365.8781,44179.3799,55158.6449,-1904.6813,-2446.0405,23708.8501
53799.8378,26012.8677,52243.7096,39736.8819,34775.421,37066.564,5040.2284,49377.054,44184.9679,55159.5837,-1902.7144,-2438.9774,23710.683
53820.8932,26022.7472,52244.0225,39748.3706,34801.1702,37069.6038,5040.9883,49404.4125,44198.3789,55164.367,-1887.1576,-2424.7169,23711.9794
53811.729,26019.9308,52238.4346,39745.1073,34795.6717,37067.7263,5037.9932,49406.4242,44190.7793,55154.3087,-1891.8067,-2434.06,23707.0173
53791.7465,26012.4207,52233.2489,39732.9479,34774.974,37061.9148,5033.7464,49381.3902,44179.6035,55146.7538,-1905.039,-2446.8005,23702.3234
53784.3257,26003.8823,52230.3432,39722.085,34764.2899,37052.7953,5027.0855,49365.4758,44165.8348,55138.6625,-1921.6686,-2457.5293,23695.752
53795.9933,26003.7482,52230.6561,39722.8003,34775.6892,37052.08,5025.0739,49382.5525,44177.5024,55143.9375,-1912.1021,-2454.2212,23696.0202
53811.7737,26002.4965,52231.9973,39738.2677,34792.6319,37059.6796,5027.5773,49412.0568,44185.5043,55152.297,-1898.8699,-2440.8996,23698.8366
53800.8213,25999.7249,52231.0138,39732.8585,34783.6018,37058.2491,5025.7444,49410.1346,44175.9378,55149.883,-1903.519,-2441.1231,23698.3001
53784.8622,26000.1719,52230.6114,39718.6875,34758.2996,37050.2919,5022.3917,49384.6536,44171.2439,55143.8034,-1920.7746,-2453.059,23693.7851
53775.1615,25997.8473,52230.1644,39714.9324,34750.7,37048.5038,5023.0622,49369.8567,44165.4772,55144.9209,-1927.6589,-2460.8821,23694.8133
53807.9739,26002.1389,52237.1829,39728.7905,34778.5503,37059.0091,5028.1584,49377.4116,44182.0621,55151.7606,-1910.7163,-2448.2757,23701.7423
53823.3072,26009.0232,52242.1002,39732.0986,34798.7115,37067.2345,5031.69,49403.9208,44195.3391,55155.8733,-1893.3713,-2432.7189,23705.3186
53822.4578,26011.9289,52243.5308,39738.4018,34806.2217,37067.458,5035.2216,49409.911,44195.6073,55164.2329,-1888.2304,-2428.5614,23711.3982
53802.0283,26004.374,52242.1449,39732.2774,34785.524,37064.0606,5035.9815,49395.2483,44183.7609,55160.3436,-1901.105,-2440.0949,23710.5042
