FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
51457.1965,24129.8676,50684.765,37556.4694,33402.89,34984.4098,4552.6922,48523.9774,44116.2586,54632.3955,-3852.7697,-3652.2299,21810.6061
51433.2354,24129.2417,50679.937,37544.0866,33375.8444,34973.5469,4545.9867,48510.7005,44098.4666,54626.8076,-3866.8066,-3666.1774,21804.5264
51418.7962,24120.3904,50680.7417,37535.9952,33361.0475,34970.5964,4541.3375,48501.0892,44085.4132,54621.5326,-3879.4577,-3677.9344,21800.4584
51422.4172,24121.2845,50685.5249,37540.6891,33366.0096,34978.0619,4544.8244,48511.9075,44095.9185,54627.5675,-3873.9145,-3670.1113,21806.1805
51436.9458,24125.0396,50683.6027,37545.9194,33385.6791,34978.196,4544.5114,48532.2475,44102.6688,54632.3061,-3865.6443,-3659.4272,21808.7286
51437.0352,24121.3739,50679.7135,37549.2275,33392.6976,34973.9939,4539.5494,48533.4098,44106.9156,54633.5131,-3864.7056,-3657.2367,21805.644
51422.0148,24116.3224,50675.9137,37536.934,33378.2583,34962.1922,4532.665,48522.9939,44091.9846,54623.9018,-3883.5257,-3674.1793,21794.6917
51404.6699,24110.0192,50672.8739,37524.6406,33353.6267,34954.1456,4526.7195,48505.4702,44078.1265,54615.4529,-3898.7696,-3689.6467,21787.3156
51408.4697,24112.5226,50671.2645,37524.3276,33355.996,34953.8773,4526.4065,48505.5149,44077.9924,54612.5472,-3896.1768,-3687.6798,21787.9862
51433.8613,24115.4283,50673.0974,37537.8281,33378.3925,34960.404,4526.3171,48528.1348,44088.4978,54616.6152,-3882.7658,-3676.5486,21790.4449
51440.0303,24113.7743,50672.1586,37545.6959,33386.1709,34961.2981,4529.7146,48536.7626,44102.6241,54619.0739,-3874.0933,-3666.8479,21794.2446
51427.0663,24109.5275,50669.5211,37534.6541,33374.8609,34958.0348,4529.9828,48523.5751,44091.0012,54609.6861,-3885.3139,-3675.6992,21789.7296
51415.801,24103.4478,50673.9914,37527.8592,33350.7657,34954.8608,4531.2345,48501.5363,44072.2257,54606.5569,-3894.9698,-3686.1598,21787.3156
51421.4337,24105.7277,50680.3393,37528.2168,33355.549,34962.7733,4531.2792,48512.578,44080.5852,54613.933,-3893.137,-3680.7507,21788.8802
51439.4492,24120.9269,50682.9321,37539.1245,33377.7666,34971.6693,4535.6601,48540.3389,44098.8243,54620.415,-3880.7094,-3665.328,21792.0989
51447.1382,24121.2398,50679.4453,37536.4423,33384.7404,34967.7801,4533.9614,48551.1571,44104.8592,54620.9067,-3878.3401,-3662.02,21793.5294
51439.5833,24110.4662,50678.6853,37531.0779,33371.7763,34963.6674,4536.5095,48532.024,44096.0974,54616.4811,-3890.4101,-3669.6196,21790.4896
51416.114,24103.5819,50677.9253,37523.6124,33350.7657,34958.7053,4535.6154,48511.3263,44087.5143,54610.2226,-3901.4071,-3684.7293,21788.9696
51415.7116,24105.6383,50676.0925,37525.3558,33357.3371,34957.1407,4533.3356,48516.0649,44084.5191,54610.9378,-3896.0874,-3681.1978,21790.2213
51426.2617,24108.9016,50671.8457,37529.7368,33368.96,34956.7831,4529.5358,48526.7937,44097.0361,54618.2245,-3883.8834,-3670.8713,21791.786
51435.4259,24109.4381,50670.4152,37539.5715,33373.5645,34960.717,4529.9828,48540.7412,44101.7747,54620.9067,-3874.2274,-3666.4456,21795.0493
51430.0615,24115.6071,50677.3442,37544.1313,33369.2729,34963.9803,4538.3871,48536.9414,44095.695,54620.3703,-3880.5753,-3668.6361,21797.8656
51416.114,24109.1698,50676.1819,37526.9651,33348.2623,34953.2515,4536.1966,48518.4342,44089.1683,54614.7823,-3896.2662,-3676.5039,21796.3457
51424.3394,24111.3603,50680.384,37538.4539,33355.0125,34960.3146,4537.3589,48522.6363,44093.9516,54619.8785,-3888.1302,-3669.7984,21799.1173
