FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
52389.0853,24923.265,51337.0782,38507.2231,33950.0159,35861.7604,4792.0346,48937.2611,44191.4499,54954.8864,-3051.9962,-3151.685,22605.9258
52388.2806,24931.9822,51345.6613,38513.0793,33947.9148,35868.6447,4797.2202,48945.5312,44187.7395,54955.7805,-3053.7844,-3150.6568,22606.5964
52373.752,24921.5215,51345.5272,38505.9714,33925.876,35863.325,4795.3874,48926.4429,44173.7473,54951.489,-3066.7484,-3164.3361,22605.4341
52369.2816,24912.8491,51342.9791,38494.1697,33912.2415,35860.9557,4793.0181,48918.1727,44169.6793,54948.4491,-3076.0467,-3174.0367,22598.7285
52377.3283,24912.1785,51340.5651,38496.7625,33920.7351,35861.671,4793.4651,48921.9725,44177.5918,54945.7669,-3070.0117,-3165.0066,22596.3145
52381.441,24904.713,51335.8265,38498.9083,33940.047,35855.4125,4791.3641,48925.7723,44185.1914,54943.7553,-3060.3558,-3158.4352,22596.6275
52374.0649,24900.4662,51333.189,38490.3252,33935.8896,35848.5729,4786.849,48922.5984,44176.7424,54939.5084,-3072.1575,-3170.6393,22592.47
52360.0727,24896.2194,51328.4057,38478.2553,33909.8722,35838.0675,4782.5128,48897.2962,44154.6589,54932.5794,-3088.966,-3185.302,22584.2446
52352.6073,24891.8384,51328.7634,38474.0978,33901.9597,35835.4747,4782.021,48891.1271,44149.4286,54931.6853,-3086.8649,-3184.9891,22585.6751
52359.0446,24891.0785,51327.7352,38480.5351,33915.5048,35836.5923,4777.953,48913.8365,44154.2566,54934.6358,-3074.5715,-3171.5333,22587.5974
52370.7569,24901.405,51325.7682,38494.0356,33930.5699,35845.1754,4776.5225,48931.8073,44163.7337,54936.3792,-3065.2285,-3158.3011,22589.2067
52363.4702,24900.9132,51325.5447,38497.3437,33923.5067,35843.4319,4774.6897,48919.1115,44159.3975,54933.1158,-3070.727,-3165.0513,22586.8821
52341.9231,24884.1047,51316.2017,38479.4623,33895.9247,35835.4747,4765.7043,48891.3953,44143.483,54925.6504,-3089.5025,-3185.7938,22583.5294
52334.6364,24875.6111,51312.7148,38473.5167,33886.6264,35837.397,4762.3068,48885.0474,44140.9349,54927.4832,-3095.001,-3189.5489,22582.0094
52346.0358,24879.3215,51307.5739,38479.4623,33904.4183,35843.119,4763.3797,48905.7004,44153.6307,54931.6853,-3083.0652,-3179.8035,22583.127
52356.72,24877.5333,51300.4214,38483.2621,33916.8012,35838.4699,4759.4011,48915.9375,44157.1623,54932.1324,-3072.6492,-3171.3545,22583.9317
52354.1272,24870.2019,51301.1813,38476.9142,33907.19,35836.9499,4756.5401,48903.8676,44150.9038,54930.8807,-3076.1361,-3178.4624,22584.3787
52336.067,24860.8142,51298.2756,38462.4749,33881.7984,35830.6915,4751.2203,48879.4595,44132.1731,54920.2412,-3093.1681,-3194.5556,22579.0143
52324.7123,24855.8074,51297.6944,38453.9813,33870.6225,35824.2095,4749.7451,48866.7637,44121.2654,54910.183,-3105.7745,-3200.5906,22574.8122
52334.9941,24853.0805,51297.7391,38459.1222,33887.1181,35823.0472,4750.5051,48884.1981,44129.8038,54911.9264,-3093.7493,-3189.3253,22573.9628
