FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
55007.9048,26986.599,53113.3264,40867.5671,35739.7199,38088.2174,5675.9119,49994.275,44532.9398,55773.139,-813.9163,-1589.9241,24741.7241
55024.8474,26995.3161,53114.1311,40885.7614,35768.1513,38098.7227,5682.7515,50019.2642,44545.8144,55782.2585,-795.275,-1572.4003,24747.5356
55040.1807,27008.4143,53118.2885,40900.3794,35796.4933,38106.7693,5685.7914,50040.1407,44552.207,55786.5947,-782.3557,-1561.5821,24753.4811
55027.9766,27002.6475,53117.5733,40891.1258,35781.0706,38100.0191,5683.735,50027.132,44549.1672,55783.5996,-791.3858,-1569.137,24752.9
55013.2692,26993.3492,53121.5966,40884.2415,35761.4458,38096.4875,5686.6854,50001.9193,44543.9816,55779.9786,-802.4722,-1582.8609,24752.0059
55018.4548,26995.5844,53121.7307,40885.5379,35765.8267,38107.3952,5689.9935,50011.1282,44543.5792,55783.5549,-795.9008,-1579.4635,24757.8174
55032.8493,26999.8759,53114.3546,40893.0033,35787.5079,38114.2795,5690.6641,50026.685,44557.3479,55791.2439,-779.5841,-1564.3984,24764.0759
55046.5733,27001.4405,53120.3002,40905.2521,35807.9821,38116.4253,5693.2569,50050.0649,44568.3002,55796.7871,-766.3965,-1554.6083,24767.3839
55030.5694,26998.6242,53116.411,40895.3279,35787.0162,38105.607,5687.5795,50036.8327,44558.1973,55787.5782,-775.4266,-1564.2643,24761.7513
55014.6997,26991.9634,53111.8065,40886.1637,35756.8413,38100.0191,5685.8361,50019.6218,44539.1536,55777.3411,-794.3362,-1580.7599,24754.4199
55014.2974,26992.6786,53107.2915,40879.1453,35752.3263,38099.5274,5686.3278,50020.8735,44535.6667,55777.0282,-803.5898,-1582.9057,24754.1517
55031.4635,26998.5348,53103.447,40882.3639,35769.0901,38102.0308,5682.9751,50037.6374,44553.861,55789.9028,-791.1175,-1572.3556,24757.4151
55047.1097,26997.596,53102.0164,40895.9091,35790.1007,38103.1483,5683.288,50054.3118,44561.9971,55791.9145,-776.2313,-1566.4995,24760.8572
55037.0514,26988.7894,53099.6025,40881.604,35773.024,38093.5818,5676.0907,50040.6772,44545.6803,55787.4441,-787.9883,-1577.6753,24756.0292
55012.688,26974.842,53095.6239,40859.2522,35743.7432,38084.1941,5669.117,50008.2672,44528.7824,55779.5316,-808.1496,-1590.237,24748.5638
55008.7988,26968.5388,53084.6715,40854.8266,35738.3341,38077.4885,5663.8867,49993.9173,44524.4908,55772.9602,-820.756,-1597.7472,24741.3218
55024.8027,26967.3318,53079.0389,40863.499,35756.3943,38076.2815,5661.1151,50019.9348,44540.8076,55774.9718,-810.2059,-1588.3148,24739.2654
55024.3109,26972.9197,53079.3071,40864.8401,35770.3865,38073.5993,5662.0985,50032.0941,44547.2002,55775.4636,-805.378,-1585.722,24739.3996
55009.0671,26971.0869,53078.5024,40857.6429,35761.5352,38073.4205,5660.8468,50028.5178,44537.3654,55777.5646,-815.5704,-1595.512,24739.3548
54994.0467,26960.9392,53079.2624,40842.5778,35742.4915,38067.6091,5660.1316,50005.1826,44531.1069,55775.6871,-828.132,-1604.9445,24736.8068
54988.4588,26957.0053,53075.3732,40839.7615,35737.1271,38065.3739,5657.36,49994.0962,44526.6813,55765.5841,-833.5859,-1605.168,24732.6046
55008.7988,26966.5718,53076.7143,40849.4174,35754.4273,38068.9055,5657.3153,50019.2195,44533.1186,55767.2381,-820.9348,-1587.7336,24734.8398
55023.7298,26970.1481,53079.3071,40858.8946,35776.4661,38071.8559,5660.3551,50036.0727,44542.7299,55777.5199,-806.7638,-1578.5694,24742.6182
55020.2876,26965.7224,53077.0272,40861.8003,35773.8733,38075.611,5662.9032,50028.0261,44535.7561,55772.2002,-807.6578,-1584.1573,24742.6182
55000.3946,26953.7866,53072.0204,40850.6244,35749.5546,38069.8889,5659.1928,50013.4081,44521.0934,55764.5112,-822.5888,-1597.8366,24734.5716
54991.9456,26951.8197,53070.277,40850.2668,35743.6985,38069.0843,5655.9294,50007.4178,44517.6512,55759.7727,-821.4265,-1598.9542,24732.694
55011.3469,26959.6428,53075.5967,40863.9461,35762.7422,38080.6178,5662.5009,50031.2448,44540.9417,55770.1439,-802.5169,-1581.4751,24744.1828
55024.8027,26962.8167,53078.7259,40877.1783,35784.1551,38088.4409,5666.4795,50051.9872,44555.0233,55782.482,-789.0165,-1570.1205,24752.14
55009.7823,26957.6758,53073.7191,40870.0705,35768.1066,38085.5799,5659.8634,50050.7355,44542.9981,55779.3975,-801.3994,-1577.8989,24747.6697
54986.9835,26947.2152,53070.4558,40853.2619,35740.3904,38077.1309,5654.4095,50035.8492,44526.1896,55767.417,-817.4926,-1594.9756,24742.6182
54982.3344,26943.9518,53067.4607,40849.0151,35737.1718,38075.4322,5653.1578,50024.8075,44526.9495,55765.1818,-818.9678,-1599.0436,24740.383
55006.0272,26948.5116,53066.3431,40862.7391,35756.0813,38082.6741,5656.0636,50042.6888,44545.8144,55770.9038,-804.5733,-1587.6442,24743.8252
55016.309,26944.7118,53058.5647,40871.0986,35770.5206,38080.886,5653.9625,50056.681,44549.4354,55771.0826,-796.8396,-1580.9834,24743.0652
55004.7308,26933.5359,53052.8426,40862.5603,35758.6741,38076.4604,5648.6875,50039.3808,44538.5724,55764.243,-806.6297,-1589.9688,24738.9078
54981.9767,26921.7342,53050.6074,40846.6458,35732.2097,38066.1786,5646.6311,50005.8979,44521.0487,55757.0457,-824.3769,-1605.8832,24733.6328
