FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
56184.6793,27776.3754,53785.935,41828.379,36480.3225,39005.7117,5915.3438,50320.8786,44336.5574,55919.4088,104.9191,-904.5303,25695.6071
56197.9115,27776.5542,53784.9516,41834.3246,36490.6043,39008.3045,5915.8355,50339.8776,44344.7828,55920.0794,116.3632,-894.6061,25695.8306
56216.2399,27781.561,53783.6552,41841.9242,36506.8316,39013.7136,5916.6849,50369.5607,44356.1375,55922.091,128.8801,-883.3408,25697.3952
56217.3575,27783.0362,53783.1634,41848.2274,36513.8948,39016.664,5917.2213,50372.377,44354.8411,55923.7897,125.0356,-887.99,25697.9764
56198.2244,27779.5941,53785.1304,41847.6909,36502.6742,39012.149,5919.9482,50345.3314,44332.7129,55922.0016,111.5799,-897.2436,25697.3952
56187.138,27778.7,53790.3607,41838.7949,36486.8939,39004.1023,5923.6586,50328.7017,44331.5059,55924.9967,105.0085,-900.7305,25695.6518
56201.3984,27787.0148,53796.798,41848.7638,36511.3914,39016.0829,5929.7383,50355.3003,44345.9004,55927.2766,117.0337,-892.2368,25701.5079
56218.3857,27797.6096,53796.4404,41865.3488,36541.9239,39028.8681,5934.2533,50394.5053,44369.9509,55932.7304,135.988,-875.9201,25709.0181
56222.9455,27796.9837,53791.2548,41864.723,36539.1076,39031.9526,5933.7616,50405.2788,44374.1977,55936.6643,138.9384,-875.473,25710.2251
56201.1302,27792.7369,53786.9185,41848.3615,36512.6878,39026.1859,5930.3641,50388.1127,44354.0365,55930.1376,117.1678,-887.8559,25703.9666
56183.2488,27787.0595,53785.6668,41832.8047,36492.1689,39026.6329,5926.3408,50370.276,44345.4534,55927.5448,106.8413,-897.9142,25702.4467
56199.0738,27793.0945,53789.4219,41847.9592,36510.855,39033.9196,5930.0959,50387.4421,44363.603,55933.5798,125.5274,-890.2252,25710.2251
56216.6423,27800.9176,53788.8855,41863.963,36530.6139,39034.7689,5932.9122,50412.2078,44380.8585,55939.3913,141.4418,-874.6684,25712.8179
56212.3507,27795.1062,53785.8009,41860.7444,36522.0308,39026.4988,5926.2514,50408.8104,44372.4096,55934.8315,134.4681,-878.7811,25708.0346
56194.2905,27786.6572,53788.5725,41857.1234,36500.3049,39017.3346,5926.2514,50380.4237,44355.6011,55929.9141,125.5721,-890.0911,25704.5478
56181.2818,27777.8506,53789.1984,41848.3615,36482.0212,39009.735,5925.4915,50351.9922,44343.9782,55919.8558,115.7373,-899.1212,25700.3009
56193.4412,27776.8672,53785.8903,41850.6414,36496.2816,39011.8808,5921.4681,50365.5821,44348.225,55917.9783,122.3981,-892.5945,25700.1668
56221.2914,27787.2831,53787.8126,41868.2098,36520.4662,39022.699,5920.5741,50385.0281,44368.3863,55925.5332,140.9948,-877.5741,25706.7829
56221.8726,27788.3112,53785.4433,41872.2779,36524.3107,39021.4026,5922.094,50387.9339,44368.0733,55924.4156,143.677,-880.8821,25707.23
56206.3605,27778.0294,53781.8223,41859.7162,36499.4556,39012.8195,5918.7859,50361.9611,44347.2415,55915.4749,125.9744,-898.8082,25699.988
56192.1895,27776.4201,53781.5541,41850.999,36482.2447,39008.7515,5915.7908,50343.8562,44329.8072,55910.334,107.4225,-913.6498,25695.5177
56203.9465,27788.3112,53783.2081,41854.3518,36489.3526,39015.5464,5915.1202,50362.1846,44345.364,55919.9899,116.7655,-902.608,25697.7081
56225.4936,27798.2801,53786.7397,41865.5276,36511.2573,39025.4706,5917.713,50386.3692,44357.6574,55926.0249,135.4069,-884.6819,25699.8539
56228.7122,27800.9623,53786.8291,41867.3605,36505.5352,39027.3929,5918.7859,50396.7404,44356.7634,55925.6673,135.5857,-883.162,25703.5196
56211.859,27792.2899,53784.9069,41854.1282,36481.753,39025.0683,5915.2097,50374.5228,44344.6934,55916.4137,115.0221,-895.5002,25699.9433
56192.4577,27781.8739,53782.2247,41844.2488,36466.5985,39022.7437,5909.4876,50350.1594,44332.2212,55904.7908,97.6324,-905.0667,25694.4001
56202.516,27786.6125,53785.488,41853.413,36490.1125,39030.2986,5911.0522,50372.4664,44342.9053,55909.887,116.7208,-891.9686,25701.3291
