FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
53378.5075,25724.3067,52041.7392,39458.7368,34602.8209,36806.6132,5066.1117,49476.6086,44325.4262,55158.9131,-2161.0558,-2552.9712,23442.6409
53396.523,25729.9393,52047.1931,39466.8728,34616.4554,36811.0389,5071.2973,49483.2247,44331.2377,55159.0919,-2147.153,-2544.3882,23449.8382
53403.765,25724.709,52038.3865,39462.6707,34622.7139,36806.4344,5064.86,49495.8758,44331.9529,55154.8451,-2141.3416,-2541.8848,23448.0053
53410.4258,25733.7838,52045.2261,39470.8514,34637.1979,36813.7211,5073.2642,49501.6426,44337.4068,55161.5059,-2135.5748,-2534.6875,23448.1841
53387.4482,25714.7402,52034.9443,39451.316,34605.816,36799.6842,5059.0038,49471.8254,44318.5866,55146.5303,-2155.6467,-2557.531,23435.4883
53366.2587,25692.9696,52022.7849,39434.9992,34573.8977,36782.7415,5044.1176,49449.2501,44295.0279,55130.0794,-2180.9936,-2576.0382,23422.569
53391.0692,25705.0842,52035.5254,39455.3393,34602.6868,36800.31,5057.9756,49469.5008,44312.2834,55144.2057,-2163.1569,-2556.9499,23436.8294
53411.3646,25716.7965,52041.0687,39473.8019,34632.4146,36807.6861,5067.5422,49494.2218,44330.5671,55158.5555,-2137.3183,-2536.7439,23452.6098
53406.0895,25720.5963,52038.2077,39469.6444,34621.8199,36804.2439,5063.8318,49494.5347,44323.3699,55157.572,-2141.9227,-2540.4096,23448.8547
53399.4287,25722.7421,52040.2193,39467.9457,34610.7334,36807.9543,5064.5918,49480.1849,44320.2853,55152.0735,-2150.3717,-2546.8469,23444.2502
53379.938,25711.0298,52032.0833,39453.9982,34592.4944,36801.8299,5056.1428,49461.32,44300.8393,55137.0978,-2171.2929,-2566.9187,23432.8508
53382.1285,25710.3592,52029.3564,39448.1868,34592.9414,36800.0418,5053.7735,49466.5951,44301.2863,55141.2106,-2171.9187,-2566.5164,23428.9169
53404.2567,25720.5069,52033.782,39453.1935,34612.5215,36804.2886,5052.1642,49477.3239,44315.9491,55141.4341,-2156.5855,-2555.2511,23431.0627
53433.1352,25740.4,52051.9763,39480.418,34635.4544,36824.6287,5067.6763,49497.8875,44333.9199,55151.9394,-2138.3911,-2536.878,23447.4689
53411.5434,25726.229,52044.8238,39465.2635,34612.4321,36816.4033,5059.8979,49471.8254,44314.9209,55148.4972,-2161.3687,-2552.6136,23440.0928
53390.0857,25713.3991,52040.264,39455.1158,34590.6168,36807.9096,5055.7852,49453.2287,44300.8393,55138.4836,-2167.8954,-2564.7283,23435.9801
53397.9982,25713.712,52040.8452,39460.8825,34605.9948,36812.6035,5059.9873,49479.9614,44310.8529,55140.3612,-2161.1899,-2555.8323,23440.6739
53411.6328,25720.2387,52043.2591,39473.623,34624.1444,36819.8454,5061.3731,49497.7534,44323.1016,55148.1843,-2145.9907,-2538.2191,23445.1443
53415.7008,25726.7654,52042.0074,39478.2275,34619.1376,36820.7395,5062.2672,49491.2267,44325.2474,55144.608,-2138.257,-2536.2521,23445.7701
53404.7931,25736.1531,52042.7227,39471.8349,34602.2844,36822.6618,5059.8979,49470.3948,44311.4787,55139.6012,-2149.4329,-2550.1996,23441.4786
53392.902,25753.051,52046.8801,39463.1624,34590.5721,36824.5393,5058.3333,49456.4027,44296.7266,55134.2368,-2160.4747,-2562.4037,23440.1822
53400.3675,25750.3688,52041.0687,39464.4141,34594.059,36818.5937,5053.0583,49456.8497,44295.7878,55130.1688,-2158.91,-2558.7827,23439.0646
53442.0311,25764.361,52057.3407,39492.8902,34636.9296,36838.1739,5069.0174,49490.7349,44317.1561,55145.368,-2124.5778,-2526.5068,23461.1034
53426.9661,25742.4563,52043.4827,39471.4773,34617.8859,36825.344,5051.0466,49476.7874,44307.1872,55137.5896,-2137.4524,-2540.5884,23446.1278
53391.1586,25713.0414,52027.747,39447.8738,34592.1814,36797.4043,5035.758,49440.8458,44283.3602,55119.887,-2167.4931,-2569.0645,23426.6818
53384.9448,25711.6556,52029.8481,39441.7495,34570.6344,36797.3149,5036.6968,49423.0986,44277.4147,55115.4613,-2179.4736,-2577.0217,23424.4466
53417.623,25735.1696,52046.8354,39467.0963,34597.5012,36824.0476,5049.6608,49455.9109,44298.7382,55132.851,-2154.2162,-2551.7642,23439.7352
53431.347,25742.0987,52044.1532,39478.9875,34621.6857,36828.4285,5048.4091,49469.8137,44310.8976,55141.9705,-2142.6827,-2539.9178,23444.742
53403.3626,25711.9238,52020.7733,39449.3043,34595.9365,36800.31,5024.1798,49446.3444,44284.8802,55117.5624,-2172.2764,-2564.2812,23421.1832
53391.7397,25705.8889,52027.8811,39446.0857,34588.6052,36801.517,5029.9913,49434.5427,44283.2261,55118.7247,-2180.9042,-2570.1821,23423.9101
53388.4317,25707.6323,52036.3748,39448.8573,34583.7325,36814.1681,5035.1769,49424.7973,44283.4944,55124.8491,-2182.737,-2569.5115,23431.6438
53390.3092,25691.0473,52022.2038,39438.1285,34588.784,36808.5355,5025.2974,49440.6223,44282.645,55117.6965,-2187.8779,-2572.8196,23420.1998
53417.5336,25698.9151,52024.886,39456.2781,34617.0813,36825.0757,5035.6686,49478.8438,44307.6342,55126.5031,-2165.5709,-2552.4795,23429.0063
53425.9379,25713.6226,52035.4807,39474.6959,34624.815,36832.1836,5043.8046,49495.9652,44325.1133,55137.1872,-2153.7244,-2538.5767,23436.2036
53389.5046,25713.0414,52028.0153,39462.8048,34608.2747,36820.963,5036.6521,49481.8836,44306.8743,55126.9054,-2174.2433,-2558.5145,23427.3523
53384.8107,25729.1347,52039.2358,39463.2071,34608.3641,36825.8357,5045.9504,49464.3152,44296.7266,55122.6586,-2177.3726,-2566.5611,23430.1239
53402.6027,25736.4213,52047.7295,39470.5385,34620.5682,36828.652,5051.6725,49477.6815,44303.1639,55128.3807,-2164.6768,-2551.5854,23435.533
53408.8612,25741.294,52039.3252,39473.7571,34630.5817,36829.8143,5047.9621,49503.2072,44304.058,55126.4584,-2161.0111,-2545.8187,23431.5991
53395.7183,25738.4777,52028.3729,39479.1216,34631.0288,36824.4499,5047.6044,49502.8943,44294.4914,55122.2116,-2159.4912,-2548.1433,23432.0462
53383.2908,25728.7771,52026.2271,39468.4374,34611.4039,36817.2973,5045.4587,49482.9118,44282.9132,55116.7578,-2172.8128,-2560.5708,23430.6157
53388.7446,25748.4913,52044.8238,39473.5783,34608.1853,36833.1671,5059.6744,49475.6252,44293.5079,55126.6372,-2167.5378,-2552.4795,23441.8809
53394.3772,25758.1919,52044.9579,39470.8067,34610.9569,36834.687,5055.1146,49490.0644,44295.8325,55126.1455,-2165.9732,-2547.0257,23440.5845
53419.59,25769.7254,52048.2212,39482.4296,34634.158,36843.3148,5055.2487,49513.1314,44304.1921,55126.4584,-2150.2823,-2532.5418,23442.775
53420.9311,25777.1015,52052.5575,39489.2246,34640.5506,36845.3264,5057.7521,49513.3996,44310.0035,55128.6042,-2144.4708,-2529.8148,23445.1443
53414.2703,25769.1443,52052.1998,39485.6483,34622.8033,36839.2915,5053.9076,49490.3773,44299.9005,55123.7762,-2158.4183,-2540.8566,23441.568
53403.9438,25756.4932,52055.7761,39480.6862,34602.9103,36839.5597,5055.0252,49473.837,44291.988,55124.4915,-2168.5213,-2550.9596,23442.9091
53413.5997,25760.7847,52056.5361,39482.2955,34616.5001,36848.0086,5061.0602,49491.1373,44310.0482,55135.1756,-2159.7147,-2540.3202,23449.1676
53421.6911,25765.568,52047.1036,39483.8154,34630.3135,36847.4275,5059.4509,49511.3879,44321.3135,55132.851,-2152.1151,-2533.0335,23447.156
53421.5122,25766.1045,52042.2757,39477.9593,34632.5934,36836.2516,5055.9193,49508.7951,44311.747,55125.609,-2154.9761,-2537.2803,23443.4456
53407.1177,25769.5019,52047.1931,39475.9029,34610.9569,36830.4402,5053.55,49497.6193,44304.1474,55122.2563,-2165.3026,-2548.1433,23440.2269
53394.2878,25765.4786,52049.2047,39476.797,34605.7713,36826.551,5054.5335,49489.1703,44293.195,55116.4001,-2173.9304,-2555.6982,23439.1093
53414.8514,25765.568,52055.0162,39493.6055,34628.3913,36835.0446,5064.8153,49508.7951,44311.0764,55126.2796,-2152.5621,-2536.7439,23448.81
53418.1595,25759.8013,52049.7411,39492.7561,34636.3932,36830.8425,5059.6297,49515.1877,44314.7868,55129.23,-2149.6564,-2534.7322,23442.0598
53406.3131,25753.1404,52045.2708,39487.5258,34635.5885,36824.7628,5055.517,49505.1295,44311.4787,55125.162,-2153.9927,-2537.5485,23443.7585
53390.3539,25733.0686,52039.057,39472.4607,34609.437,36816.135,5047.3362,49487.6951,44301.0628,55116.2213,-2170.7565,-2553.4183,23435.2201
53383.0225,25717.6906,52032.1727,39456.9039,34587.7558,36806.0768,5041.6142,49468.9196,44284.299,55109.024,-2185.151,-2568.3045,23427.844
