FC3,FCz,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CPz,CP4
57448.2232,28662.4879,54436.9519,42981.1925,37055.1199,39948.9552,5496.338,50199.4193,43247.6252,55594.3698,1231.7151,-337.9136,26644.5279
57469.5915,28670.1769,54442.0034,42999.0739,37072.0625,39961.9639,5505.994,50218.8206,43261.3492,55606.7526,1256.7043,-316.6348,26652.9769
57494.849,28678.8046,54442.6292,43010.518,37094.6378,39967.82,5506.9774,50247.5649,43278.2471,55612.0723,1272.887,-300.1392,26657.5813
57490.2892,28675.5413,54441.1987,43007.8804,37096.5153,39965.5849,5506.3516,50251.767,43274.3579,55605.2774,1269.0872,-307.0235,26654.5415
57470.3068,28670.4004,54441.6457,43001.7561,37074.8788,39956.9571,5507.8715,50229.6388,43258.3541,55605.0092,1249.82,-326.1119,26649.1771
57451.2631,28664.723,54438.9188,42993.62,37059.1432,39953.1126,5508.3185,50218.2394,43239.7127,55593.3863,1233.5926,-339.1206,26644.1256
57467.8034,28668.7911,54438.74,43000.2362,37079.1703,39959.1029,5508.8997,50227.3142,43251.6038,55595.4427,1247.8977,-329.867,26645.2432
57488.5011,28676.793,54434.8508,43010.8756,37104.5172,39963.8861,5509.302,50247.5649,43267.3395,55599.8236,1260.9959,-317.663,26643.6338
57489.9316,28673.3955,54431.9004,43005.5112,37093.5649,39961.8298,5503.4012,50248.4143,43271.3628,55598.8848,1254.648,-323.9214,26638.0906
57469.815,28663.5607,54432.5262,42992.1001,37069.0674,39955.2137,5502.6859,50229.8176,43259.2481,55591.1064,1236.7666,-337.6901,26632.3686
57461.0978,28664.4995,54436.0131,42982.5783,37049.4872,39953.2914,5501.2554,50217.0771,43246.7312,55589.7206,1225.4566,-342.1605,26631.5639
57483.1814,28672.0544,54440.9305,43001.6667,37069.9614,39959.7287,5509.7491,50237.149,43259.0246,55601.6564,1240.7005,-324.7261,26641.8457
57503.1191,28685.376,54448.1277,43023.7055,37098.0799,39975.4643,5519.2262,50268.8885,43278.4706,55615.2016,1266.3603,-300.6756,26653.6027
57502.0015,28689.1758,54454.4309,43026.5218,37111.8933,39979.9347,5525.2165,50279.9302,43289.3783,55622.7118,1274.9881,-294.6854,26658.7436
57484.8801,28684.0349,54455.6826,43015.3906,37091.5532,39973.0951,5523.473,50261.1101,43286.0255,55615.4251,1259.7442,-308.767,26658.6095
57471.6926,28677.1059,54455.1909,43001.309,37073.5377,39968.9376,5517.5722,50227.0013,43269.0829,55606.395,1244.6344,-323.9214,26655.972
57489.1716,28683.6773,54458.2754,43010.2497,37088.5134,39972.8715,5523.6518,50246.3579,43280.6164,55614.7546,1256.4361,-314.3549,26663.3034
57508.3047,28695.2555,54461.4494,43029.1593,37118.8223,39973.0057,5530.0891,50275.8622,43301.8059,55629.9537,1276.195,-295.5347,26671.6182
57499.9005,28702.0952,54461.0471,43029.1593,37122.1751,39970.6811,5525.3953,50278.4103,43297.112,55627.1374,1280.2184,-297.8593,26668.6678
57483.4049,28695.3449,54462.8352,43020.5315,37092.939,39964.8249,5523.9648,50245.7768,43279.32,55618.1073,1264.0804,-312.1644,26662.6775
57468.8315,28688.5053,54459.2142,43009.8474,37072.0178,39961.0251,5521.7296,50222.7992,43276.1461,55609.8372,1251.8317,-319.4958,26658.0731
57476.2076,28694.0932,54453.2686,43015.3906,37091.7767,39965.2719,5519.5838,50246.492,43282.941,55608.049,1259.5206,-314.6678,26655.972
