User;Gain;HeadSet;Rates Hz;Date;Start;MAC
;24;16;250.0;20241203;03:23:26 064 PM;0c:dc:7e:cb:72:aa
tpsLocalPC;tps;Fp1;Fp2;F3;Fz;F4;C1;Cz;C2;P3;Pz;P4;O1;Oz;O2;T3;T4;Marker;Tps_Marker;Marker_int
1733235847.06;2138592;-34726.426;-32727.8897;-26188.8877;-33861.2348;-20796.6194;-36373.6823;-31697.4297;-30842.4085;-14050.3719;-17729.0216;-11192.8359;-17377.831;-16749.0989;-16848.5641;-30077.0849;-42864.8964;N;0.0;0
1733235847.064;2138596;-34744.0839;-32747.4922;-26185.8031;-33864.0511;-20805.9177;-36369.1896;-31698.2344;-30842.6321;-14049.8355;-17730.1615;-11202.1342;-17380.625;-16784.884;-16862.914;-30076.6826;-42861.9012;N;0.0;0
1733235847.068;2138600;-34757.3161;-32758.6234;-26204.7797;-33902.6079;-20815.216;-36370.6648;-31699.1732;-30840.8439;-14073.4613;-17736.0624;-11206.6939;-17391.1303;-16830.9063;-16864.8586;-30076.7273;-42856.1568;N;0.0;0
1733235847.072;2138604;-34788.3627;-32780.3716;-26225.0975;-33931.2851;-20818.9711;-36373.9505;-31701.9448;-30842.7438;-14088.7275;-17738.9458;-11198.8708;-17395.3325;-16821.8985;-16855.3367;-30083.4104;-42856.7827;N;0.0;0
1733235847.075;2138608;-34819.8563;-32801.3375;-26229.009;-33919.2152;-20821.7427;-36382.7124;-31707.3315;-30851.3716;-14082.8714;-17739.8175;-11201.8213;-17395.3995;-16781.1736;-16853.0345;-30094.7651;-42865.1422;N;0.0;0
1733235847.079;2138612;-34823.209;-32804.5115;-26212.424;-33884.0112;-20819.4405;-36384.5229;-31703.9564;-30854.7691;-14058.9997;-17736.5765;-11206.9845;-17390.4598;-16762.1076;-16857.7507;-30093.3123;-42866.4386;N;0.0;0
1733235847.083;2138616;-34821.9126;-32810.39;-26202.7681;-33882.0666;-20822.1003;-36378.108;-31697.3627;-30848.6894;-14054.2164;-17731.9944;-11205.1517;-17386.8835;-16793.5118;-16864.1657;-30087.1432;-42864.7622;N;0.0;0
1733235847.087;2138620;-34816.4365;-32807.6854;-26216.9391;-33922.8138;-20831.5104;-36379.8961;-31703.7329;-30847.7283;-14079.5186;-17736.1965;-11209.7785;-17394.7066;-16843.6244;-16871.0947;-30080.46;-42863.8905;N;0.0;0
1733235847.091;2138624;-34805.8417;-32792.7768;-26228.3161;-33940.3823;-20824.2685;-36378.2868;-31704.1352;-30843.325;-14088.8393;-17734.4754;-11201.5307;-17390.7727;-16825.4077;-16856.2084;-30077.3978;-42857.7662;N;0.0;0
1733235847.095;2138628;-34804.0536;-32792.1957;-26214.5251;-33907.5699;-20811.3045;-36370.2625;-31693.4735;-30839.1228;-14071.472;-17726.0712;-11191.4948;-17380.9379;-16766.578;-16845.502;-30075.4979;-42861.6107;N;0.0;0
1733235847.099;2138632;-34779.802;-32769.8216;-26174.0908;-33848.1814;-20793.4007;-36346.9049;-31669.5124;-30823.8789;-14030.7248;-17705.9546;-11177.5026;-17359.9496;-16738.7277;-16837.9247;-30055.3367;-42848.8702;N;0.0;0
1733235847.103;2138636;-34745.2462;-32734.7741;-26144.2289;-33830.7247;-20775.9887;-36324.4638;-31651.9439;-30803.8965;-14013.8492;-17689.6378;-11167.2431;-17342.4259;-16758.8219;-16827.1288;-30030.6156;-42828.6865;N;0.0;0
1733235847.105;2138640;-34731.5222;-32720.9383;-26152.5884;-33866.8674;-20777.2627;-36318.8758;-31651.3851;-30794.397;-14029.786;-17689.1461;-11164.6727;-17345.7339;-16799.4574;-16825.6536;-30032.8955;-42820.9305;N;0.0;0
1733235847.109;2138644;-34731.0081;-32723.0394;-26185.0432;-33906.8994;-20790.5397;-36343.5522;-31672.4405;-30812.9266;-14059.3797;-17709.4415;-11177.3014;-17363.8612;-16809.7168;-16835.3319;-30050.6204;-42834.3415;N;0.0;0
1733235847.113;2138648;-34740.53;-32737.4116;-26202.9469;-33906.3853;-20803.5484;-36371.246;-31698.4132;-30839.7487;-14066.8675;-17723.456;-11193.864;-17374.3889;-16774.6916;-16846.0608;-30074.1792;-42859.5319;N;0.0;0
1733235847.117;2138652;-34749.493;-32747.4475;-26201.9634;-33881.0831;-20819.1723;-36387.1828;-31711.6231;-30860.6252;-14058.9774;-17738.1858;-11208.9738;-17386.9058;-16770.8248;-16866.6691;-30096.7097;-42878.4415;N;0.0;0
1733235847.12;2138656;-34726.873;-32731.6001;-26188.0383;-33873.4835;-20820.9157;-36381.3937;-31710.4384;-30859.1276;-14058.4409;-17742.8126;-11214.9417;-17394.9301;-16813.226;-16883.8352;-30092.9546;-42877.3239;N;0.0;0
1733235847.124;2138660;-34709.4163;-32716.1103;-26201.3376;-33907.7488;-20824.3579;-36380.6337;-31715.6017;-30854.9479;-14090.4486;-17751.4404;-11221.7143;-17411.6045;-16856.2531;-16889.7808;-30086.6067;-42872.2501;N;0.0;0
1733235847.128;2138664;-34691.5349;-32697.3125;-26212.5134;-33925.1384;-20815.3278;-36377.9962;-31716.2052;-30850.2987;-14103.7479;-17749.7193;-11218.1157;-17409.9728;-16839.1541;-16883.9917;-30078.2248;-42869.5455;N;0.0;0
1733235847.132;2138668;-34680.6273;-32681.1299;-26201.1364;-33892.7954;-20799.4357;-36372.5871;-31704.4035;-30844.979;-14081.955;-17741.7845;-11206.1575;-17394.5278;-16783.0735;-16864.7915;-30079.7671;-42861.1636;N;0.0;0
1733235847.135;2138672;-34656.845;-32661.7509;-26163.5408;-33840.6712;-20780.5037;-36358.1032;-31683.7505;-30834.2278;-14039.509;-17725.1995;-11192.0536;-17373.9642;-16751.2447;-16853.6827;-30067.9877;-42852.4017;N;0.0;0
1733235847.139;2138676;-34633.1522;-32644.3836;-26148.5428;-33831.1717;-20773.3512;-36347.3743;-31673.0663;-30824.4154;-14032.0212;-17717.3093;-11190.936;-17366.6775;-16784.1017;-16858.5554;-30053.3921;-42844.9363;N;0.0;0
1733235847.143;2138680;-34615.6284;-32629.5421;-26156.8353;-33864.7664;-20775.5864;-36346.4132;-31677.3131;-30820.325;-14054.6858;-17717.9128;-11189.4831;-17371.8184;-16826.7712;-16856.8566;-30048.9217;-42835.9732;N;0.0;0
1733235847.147;2138684;-34605.6148;-32616.8463;-26167.0053;-33889.6438;-20776.9945;-36346.8826;-31686.388;-30821.6661;-14064.2077;-17719.7903;-11184.3646;-17370.522;-16808.7557;-16844.9432;-30047.8041;-42832.2405;N;0.0;0
1733235847.151;2138688;-34605.5925;-32615.6169;-26169.1734;-33868.0744;-20771.8313;-36351.5541;-31688.7796;-30826.5612;-14055.7364;-17721.5561;-11179.3578;-17367.6386;-16760.7889;-16839.7352;-30056.8342;-42839.2589;N;0.0;0
1733235847.155;2138692;-34610.0181;-32620.7578;-26156.9917;-33834.815;-20774.5805;-36359.0419;-31689.249;-30840.1287;-14040.716;-17726.9876;-11192.4335;-17370.7679;-16758.6207;-16853.6603;-30063.6292;-42853.1393;N;0.0;0
1733235847.159;2138696;-34603.9385;-32618.8356;-26153.9072;-33838.6819;-20783.1189;-36363.3111;-31692.5347;-30845.8507;-14048.8297;-17736.9788;-11210.762;-17382.6814;-16810.9685;-16871.5864;-30064.3444;-42856.1345;N;0.0;0
1733235847.163;2138700;-34595.1542;-32607.7044;-26169.2628;-33874.1094;-20784.2812;-36363.0205;-31693.2276;-30840.1734;-14076.2553;-17743.5502;-11218.4957;-17399.0428;-16863.5845;-16881.0636;-30057.6165;-42849.116;N;0.0;0
1733235847.17;2138704;-34581.2291;-32594.5392;-26178.0694;-33889.3533;-20779.2073;-36359.1537;-31693.3393;-30832.2832;-14086.9617;-17740.3763;-11205.5093;-17394.1255;-16847.2901;-16871.5864;-30046.3513;-42842.2987;N;0.0;0
1733235847.174;2138708;-34579.508;-32591.5664;-26172.5038;-33866.0404;-20767.7186;-36356.9409;-31690.6795;-30829.4669;-14067.4263;-17732.352;-11192.4559;-17380.4685;-16787.0075;-16858.913;-30053.4144;-42843.6622;N;0.0;0
1733235847.178;2138712;-34578.6139;-32589.376;-26149.4368;-33821.5381;-20760.5436;-36351.3306;-31681.1576;-30829.3104;-14034.9492;-17726.5182;-11191.1595;-17365.4929;-16755.268;-16855.8732;-30055.292;-42845.8527;N;0.0;0
1733235847.182;2138716;-34573.473;-32584.0786;-26141.3008;-33822.6333;-20765.014;-36348.3801;-31682.834;-30831.6797;-14037.0056;-17729.3345;-11202.0448;-17374.7465;-16809.8733;-16869.776;-30052.0062;-42843.9081;N;0.0;0
1733235847.183;2138720;-34557.3574;-32573.7074;-26153.7507;-33866.0404;-20773.5747;-36349.8554;-31687.8855;-30829.0198;-14065.2359;-17732.9555;-11201.9554;-17390.7056;-16859.3153;-16875.8109;-30048.7652;-42840.5777;N;0.0;0
1733235847.187;2138724;-34545.2204;-32564.1856;-26163.1384;-33888.4816;-20771.2501;-36350.973;-31689.1372;-30825.5553;-14074.6459;-17726.9429;-11190.3548;-17387.4423;-16836.6954;-16861.6176;-30041.4339;-42835.0121;N;0.0;0
1733235847.191;2138728;-34537.9561;-32555.5801;-26149.0792;-33852.54;-20751.2677;-36340.8476;-31676.5979;-30817.9557;-14048.4497;-17712.1907;-11176.5638;-17359.8602;-16773.5741;-16841.3892;-30033.2308;-42830.9664;N;0.0;0
1733235847.195;2138732;-34528.0766;-32545.0078;-26117.2727;-33800.5722;-20734.4592;-36326.6096;-31661.5552;-30808.6798;-14010.1612;-17699.2714;-11169.076;-17335.4745;-16739.3982;-16826.8159;-30026.7041;-42826.1831;N;0.0;0
1733235847.197;2138736;-34539.8113;-32557.5247;-26130.9966;-33822.1192;-20756.3415;-36345.4968;-31681.7164;-30826.9858;-14033.3623;-17722.5173;-11196.591;-17362.2966;-16798.3845;-16860.1871;-30046.6418;-42842.3882;N;0.0;0
1733235847.201;2138740;-34534.9163;-32554.4626;-26148.1628;-33865.9286;-20766.4669;-36353.9681;-31688.6231;-30828.841;-14067.7616;-17737.9176;-11207.4316;-17386.1682;-16855.2697;-16873.7322;-30044.4067;-42840.7788;N;0.0;0
1733235847.205;2138744;-34527.0038;-32543.4431;-26155.9412;-33881.7984;-20761.2365;-36352.6717;-31683.3481;-30821.8673;-14079.8986;-17736.0401;-11195.4287;-17391.2421;-16841.7469;-16864.8139;-30037.7905;-42834.4309;N;0.0;0
1733235847.209;2138748;-34521.617;-32540.895;-26145.7041;-33849.6119;-20747.3785;-36343.7086;-31672.4628;-30818.0451;-14060.4079;-17721.2432;-11183.7387;-17372.4219;-16783.0959;-16850.017;-30037.12;-42829.67;N;0.0;0
1733235847.223;2138752;-34506.3061;-32528.2887;-26118.7032;-33793.1514;-20729.8771;-36330.5435;-31655.8555;-30806.6234;-14025.2709;-17705.8429;-11173.4346;-17352.4171;-16749.2107;-16839.4893;-30028.6487;-42821.1316;N;0.0;0
1733235847.227;2138756;-34499.1535;-32520.0409;-26110.1648;-33791.5644;-20733.8557;-36327.0119;-31651.9663;-30803.8071;-14019.1019;-17703.183;-11170.9088;-17352.1042;-16788.5497;-16847.223;-30022.122;-42815.4543;N;0.0;0
1733235847.231;2138760;-34516.9231;-32534.793;-26147.2687;-33858.4185;-20762.3318;-36351.0624;-31680.1071;-30823.2754;-14064.2524;-17727.6582;-11195.6969;-17382.1449;-16852.7216;-16870.4018;-30043.7585;-42830.3853;N;0.0;0
1733235847.235;2138764;-34515.135;-32533.6754;-26165.8654;-33882.8489;-20763.0694;-36356.5385;-31687.5726;-30825.3542;-14082.3126;-17731.3462;-11191.7406;-17386.1459;-16838.1706;-16861.4611;-30050.6428;-42833.5369;N;0.0;0
1733235847.238;2138768;-34516.9902;-32534.4577;-26163.429;-33860.0054;-20758.4426;-36359.0419;-31688.3773;-30830.0704;-14071.5614;-17729.6028;-11188.7455;-17386.3918;-16786.2922;-16856.3873;-30060.3434;-42839.7506;N;0.0;0
1733235847.242;2138772;-34510.5082;-32530.3897;-26134.0812;-33812.128;-20746.6409;-36348.3801;-31674.5415;-30824.706;-14038.3244;-17721.1985;-11185.8174;-17374.0536;-16761.5041;-16852.5875;-30058.1977;-42837.806;N;0.0;0
1733235847.246;2138776;-34499.8464;-32523.3713;-26122.0783;-33803.9249;-20746.5738;-36339.0371;-31666.6961;-30815.05;-14035.5751;-17719.5668;-11189.8631;-17374.2101;-16801.1785;-16862.0199;-30047.603;-42832.6875;N;0.0;0
1733235847.25;2138780;-34501.3887;-32522.3431;-26140.7644;-33850.0142;-20756.2968;-36342.8593;-31673.3792;-30816.8828;-14063.2018;-17727.1217;-11199.1391;-17390.7503;-16855.7838;-16870.6924;-30051.9392;-42832.7993;N;0.0;0
1733235847.253;2138784;-34517.8843;-32540.3139;-26174.9178;-33893.7119;-20773.6194;-36360.5171;-31691.9759;-30834.9431;-14091.0074;-17742.6562;-11209.2867;-17407.8941;-16857.5048;-16877.5544;-30066.4678;-42849.9877;N;0.0;0
1733235847.257;2138788;-34519.2477;-32541.4315;-26173.6438;-33871.4048;-20767.1821;-36361.1877;-31687.9079;-30837.9158;-14075.7412;-17733.1343;-11194.6017;-17396.2712;-16789.6673;-16856.4767;-30069.3959;-42850.8371;N;0.0;0
1733235847.261;2138792;-34516.6996;-32535.3071;-26150.5544;-33823.5274;-20757.8391;-36352.8505;-31674.6756;-30833.0879;-14047.1533;-17724.7524;-11187.8514;-17381.5414;-16759.4701;-16853.0792;-30063.2492;-42849.429;N;0.0;0
1733235847.265;2138796;-34505.5461;-32519.0127;-26130.2367;-33816.1737;-20752.1841;-36341.7864;-31665.7797;-30822.6943;-14037.922;-17722.5173;-11188.142;-17380.8038;-16802.3854;-16858.1977;-30050.1734;-42835.6603;N;0.0;0
1733235847.27;2138800;-34489.274;-32508.0827;-26136.4952;-33848.9637;-20753.7934;-36341.6299;-31668.0819;-30815.5417;-14056.7869;-17725.803;-11187.9855;-17387.0623;-16845.4573;-16857.5272;-30044.429;-42826.6972;N;0.0;0
1733235847.274;2138804;-34499.0641;-32523.7066;-26167.3406;-33884.123;-20770.7807;-36362.2382;-31691.5289;-30831.4338;-14085.4195;-17740.7116;-11199.1614;-17395.2207;-16836.9859;-16861.2599;-30060.634;-42845.2045;N;0.0;0
1733235847.278;2138808;-34497.2759;-32523.8407;-26156.8129;-33853.5011;-20761.7283;-36358.8855;-31686.7232;-30828.4611;-14068.3427;-17732.0167;-11193.35;-17382.6367;-16776.0104;-16848.2065;-30056.5884;-42845.3386;N;0.0;0
1733235847.282;2138812;-34490.3469;-32514.9447;-26123.7547;-33800.438;-20744.3386;-36345.9215;-31668.9089;-30820.9509;-14033.9434;-17718.2481;-11183.8505;-17366.454;-16744.3827;-16845.122;-30045.0325;-42833.7827;N;0.0;0
1733235847.284;2138816;-34479.931;-32509.6473;-26112.9141;-33798.0464;-20745.3892;-36335.5502;-31662.8069;-30817.0393;-14027.5508;-17717.6446;-11184.1187;-17361.6931;-16780.1008;-16852.1181;-30038.5058;-42828.843;N;0.0;0
1733235847.288;2138820;-34472.8008;-32501.9136;-26125.2522;-33834.9491;-20748.3396;-36334.9244;-31667.6348;-30811.4737;-14049.7461;-17720.8409;-11183.4034;-17367.4598;-16829.1852;-16853.7721;-30032.9849;-42822.741;N;0.0;0
1733235847.292;2138824;-34477.3382;-32498.2256;-26142.5748;-33864.9899;-20749.2337;-36340.4006;-31674.1392;-30811.9431;-14068.0075;-17720.3938;-11182.7999;-17378.2781;-16822.7702;-16844.2726;-30036.9188;-42823.0986;N;0.0;0
1733235847.296;2138828;-34477.0476;-32497.2197;-26135.6011;-33840.5147;-20739.0413;-36338.1431;-31671.5688;-30810.9149;-14050.6625;-17710.8273;-11174.6192;-17370.2985;-16771.6071;-16832.225;-30029.5874;-42826.9655;N;0.0;0
1733235847.3;2138832;-34475.3712;-32493.5988;-26111.3495;-33788.614;-20727.6419;-36327.0566;-31659.4541;-30803.9188;-14014.408;-17699.7408;-11166.6396;-17350.1819;-16739.9347;-16831.1298;-30025.2065;-42823.3445;N;0.0;0
1733235847.304;2138836;-34467.1905;-32485.4851;-26104.5322;-33783.8307;-20728.8265;-36324.9555;-31654.3356;-30799.1356;-14013.6257;-17699.8749;-11169.97;-17349.1314;-16775.3398;-16840.8975;-30024.4242;-42815.9013;N;0.0;0
1733235847.308;2138840;-34466.967;-32485.3733;-26123.4194;-33829.4059;-20740.5612;-36331.4822;-31662.2257;-30801.3707;-14044.8734;-17709.3521;-11176.0274;-17364.7329;-16827.6653;-16848.0277;-30026.7935;-42815.3425;N;0.0;0
1733235847.312;2138844;-34467.8164;-32486.6921;-26139.535;-33853.814;-20742.5728;-36335.9526;-31671.6805;-30803.9635;-14062.9113;-17713.9565;-11175.625;-17372.2208;-16820.6021;-16841.0093;-30032.5826;-42818.0024;N;0.0;0
1733235847.315;2138848;-34456.3499;-32480.4112;-26126.5263;-33817.403;-20728.983;-36325.6261;-31665.1314;-30798.018;-14042.7276;-17701.8642;-11163.7563;-17359.6367;-16753.7257;-16826.3242;-30030.0345;-42814.1356;N;0.0;0
1733235847.319;2138852;-34449.8679;-32476.2091;-26099.3689;-33768.028;-20716.019;-36314.7855;-31647.6971;-30788.6302;-14008.6189;-17687.0897;-11155.8437;-17345.1528;-16722.9697;-16820.6245;-30026.7041;-42812.3251;N;0.0;0
1733235847.323;2138856;-34454.6288;-32476.3209;-26093.4457;-33771.1573;-20722.9927;-36314.562;-31642.6009;-30788.7197;-14011.7258;-17689.7049;-11160.8058;-17353.0877;-16769.9307;-16832.6721;-30027.2182;-42812.4592;N;0.0;0
1733235847.327;2138860;-34480.9815;-32502.4948;-26140.4961;-33843.8004;-20760.3872;-36348.6037;-31677.9837;-30821.8673;-14066.6664;-17729.4686;-11196.3898;-17397.21;-16845.6584;-16872.2346;-30053.6826;-42836.5991;N;0.0;0
1733235847.331;2138864;-34505.9261;-32528.0651;-26180.461;-33893.466;-20779.945;-36375.1128;-31704.3141;-30844.2861;-14104.0161;-17752.5803;-11211.6113;-17421.3052;-16855.4708;-16882.7623;-30072.9945;-42855.7321;N;0.0;0
1733235847.335;2138868;-34502.551;-32527.5958;-26172.0344;-33867.5603;-20768.5456;-36371.7154;-31698.8155;-30842.5874;-14088.1464;-17742.1197;-11201.4413;-17408.8106;-16802.9219;-16870.3571;-30077.8225;-42858.2579;N;0.0;0
1733235847.339;2138872;-34483.5967;-32514.6541;-26134.8188;-33807.8141;-20752.0947;-36353.6328;-31677.939;-30829.601;-14048.025;-17721.9361;-11190.8913;-17386.4365;-16763.851;-16861.4164;-30064.3221;-42847.3279;N;0.0;0
1733235847.343;2138876;-34467.0117;-32498.7844;-26113.16;-33790.9609;-20743.8022;-36335.1479;-31659.8341;-30810.8926;-14029.8977;-17705.9546;-11183.8728;-17369.8068;-16784.1017;-16852.4757;-30046.4183;-42831.8828;N;0.0;0
1733235847.345;2138880;-34456.1487;-32483.3617;-26118.7032;-33821.8734;-20745.2551;-36328.3306;-31658.9847;-30801.4601;-14052.7859;-17709.9779;-11186.5997;-17382.279;-16828.8276;-16860.4106;-30037.6117;-42822.0034;N;0.0;0
1733235847.349;2138884;-34455.1876;-32481.5959;-26137.9257;-33846.1027;-20744.7186;-36332.3987;-31665.422;-30805.1035;-14069.1698;-17717.6446;-11185.728;-17393.209;-16828.6711;-16863.5398;-30036.6059;-42822.4504;N;0.0;0
1733235847.353;2138888;-34466.207;-32488.7484;-26137.0987;-33822.8568;-20738.3931;-36336.8019;-31662.4716;-30809.1268;-14052.3612;-17709.4191;-11177.0332;-17384.8271;-16768.299;-16845.5914;-30043.669;-42828.2171;N;0.0;0
1733235847.357;2138892;-34463.5919;-32487.3403;-26108.712;-33775.2253;-20732.0452;-36327.0119;-31648.0771;-30803.3377;-14021.1135;-17697.7739;-11163.8904;-17361.8048;-16730.5246;-16828.6934;-30042.015;-42825.5796;N;0.0;0
1733235847.361;2138896;-34462.2731;-32487.8544;-26106.6556;-33778.4216;-20736.292;-36325.5367;-31648.8817;-30802.6895;-14023.3934;-17703.9653;-11172.0711;-17362.766;-16770.0425;-16841.3445;-30035.4213;-42825.8479;N;0.0;0
1733235847.365;2138900;-34473.449;-32498.6055;-26136.9869;-33836.6479;-20757.1462;-36341.5852;-31671.4123;-30815.6312;-14057.8598;-17723.5007;-11192.2771;-17386.66;-16827.3523;-16860.6341;-30045.189;-42833.0675;N;0.0;0
1733235847.369;2138904;-34483.6861;-32508.6191;-26165.9324;-33875.0035;-20770.8478;-36359.7348;-31691.3724;-30828.5058;-14083.2737;-17735.1907;-11199.1614;-17402.2615;-16826.1006;-16866.2667;-30062.6457;-42846.0762;N;0.0;0
1733235847.373;2138908;-34478.0087;-32506.6075;-26154.533;-33842.1687;-20753.1229;-36351.1965;-31680.3753;-30818.6263;-14064.6324;-17720.1033;-11180.9894;-17391.4209;-16774.1776;-16847.223;-30058.7118;-42839.4601;N;0.0;0
1733235847.391;2138912;-34462.6084;-32493.4199;-26114.4117;-33783.9648;-20734.1015;-36330.007;-31659.8117;-30805.2599;-14027.6849;-17703.943;-11163.2869;-17371.1702;-16747.8472;-16834.1249;-30042.1715;-42829.6477;N;0.0;0
1733235847.395;2138916;-34438.3791;-32471.8282;-26086.919;-33762.0601;-20724.2221;-36309.0411;-31640.8128;-30790.5078;-14008.1048;-17687.7603;-11150.457;-17350.0702;-16766.1309;-16828.5817;-30015.1035;-42814.1132;N;0.0;0
1733235847.399;2138920;-34422.2635;-32454.1256;-26087.8131;-33789.9104;-20717.6507;-36299.7428;-31630.4639;-30777.4097;-14019.5712;-17678.8643;-11143.7738;-17346.7621;-16801.8937;-16822.8596;-29998.2056;-42800.9033;N;0.0;0
1733235847.403;2138924;-34408.2043;-32436.7136;-26092.9093;-33806.6518;-20701.1774;-36291.1597;-31622.4843;-30764.2668;-14022.1193;-17670.6389;-11130.8098;-17340.0566;-16781.3972;-16797.8257;-29989.399;-42787.8052;N;0.0;0
1733235847.396;2138928;-34429.9749;-32457.6125;-26108.6002;-33801.7344;-20709.224;-36309.5552;-31639.3822;-30782.6176;-14025.8074;-17683.3123;-11138.5658;-17347.2762;-16735.5314;-16797.1775;-30010.4991;-42804.2784;N;0.0;0
1733235847.4;2138932;-34463.1225;-32488.7037;-26119.3961;-33791.8997;-20734.7944;-36339.0148;-31666.1149;-30814.1783;-14033.2282;-17709.1956;-11167.3996;-17364.8894;-16741.4322;-16827.4865;-30040.3833;-42832.4193;N;0.0;0
1733235847.404;2138936;-34466.207;-32488.0555;-26116.6915;-33793.7549;-20743.3775;-36341.3617;-31667.4784;-30817.7769;-14037.475;-17714.8506;-11181.5929;-17372.2431;-16793.5118;-16842.9539;-30045.3007;-42833.0004;N;0.0;0
1733235847.408;2138940;-34454.3606;-32483.1828;-26125.0958;-33830.9482;-20748.9431;-36334.075;-31666.9196;-30809.8421;-14052.1377;-17712.3249;-11181.5929;-17375.1041;-16835.8237;-16843.9597;-30037.6341;-42823.0092;N;0.0;0
1733235847.406;2138944;-34468.4869;-32503.0312;-26154.7342;-33874.02;-20768.3891;-36350.213;-31687.9749;-30827.0976;-14077.8422;-17727.9264;-11191.2265;-17389.2304;-16836.8518;-16851.0228;-30048.6982;-42836.979;N;0.0;0
1733235847.41;2138948;-34485.3625;-32516.0176;-26163.0937;-33861.123;-20772.7477;-36364.8757;-31699.4414;-30843.2579;-14077.3952;-17737.9847;-11196.4792;-17400.6522;-16802.8325;-16856.5661;-30060.9022;-42852.8488;N;0.0;0
1733235847.414;2138952;-34478.6569;-32512.2848;-26134.2153;-33811.2786;-20762.0412;-36354.9963;-31687.1032;-30836.5747;-14048.0474;-17728.3064;-11192.2547;-17388.9175;-16775.8539;-16858.1754;-30056.4766;-42851.5077;N;0.0;0
1733235847.418;2138956;-34470.208;-32506.4957;-26121.2736;-33804.5284;-20761.5718;-36348.2907;-31682.6329;-30830.4057;-14046.2592;-17725.87;-11195.3616;-17388.0905;-16807.0346;-16866.6691;-30053.1462;-42847.1491;N;0.0;0
1733235847.422;2138960;-34457.691;-32493.487;-26127.3757;-33835.0832;-20760.2754;-36339.6853;-31678.699;-30821.1297;-14064.6547;-17723.836;-11194.2887;-17392.9185;-16846.2172;-16867.3173;-30042.8867;-42836.0179;N;0.0;0
1733235847.426;2138964;-34451.6113;-32488.3685;-26139.4233;-33857.4797;-20754.1063;-36337.4725;-31677.492;-30815.3629;-14076.6352;-17718.6057;-11185.281;-17395.2207;-16832.6944;-16856.4543;-30034.3037;-42830.6758;N;0.0;0
1733235847.43;2138968;-34453.8465;-32488.6143;-26133.9024;-33830.747;-20744.2939;-36337.2937;-31670.6523;-30816.4358;-14054.3059;-17710.045;-11174.8427;-17377.4511;-16770.0425;-16840.6293;-30030.7274;-42831.5923;N;0.0;0
1733235847.434;2138972;-34444.6152;-32479.2489;-26107.2144;-33777.7734;-20730.1453;-36326.0955;-31651.0499;-30809.015;-14013.6704;-17694.9576;-11163.7115;-17357.111;-16731.7986;-16828.7605;-30019.0374;-42826.3396;N;0.0;0
1733235847.437;2138976;-34436.7251;-32470.9117;-26092.954;-33773.9065;-20729.3853;-36315.8584;-31643.6738;-30799.4485;-14007.4342;-17688.4308;-11160.9176;-17351.6795;-16770.2213;-16830.8839;-30017.9645;-42819.2765;N;0.0;0
1733235847.441;2138980;-34439.2061;-32474.6668;-26105.1804;-33819.0123;-20744.1151;-36316.7301;-31651.5192;-30799.9626;-14032.4682;-17693.1694;-11166.8631;-17359.3462;-16815.4165;-16830.3475;-30024.6924;-42819.5223;N;0.0;0
1733235847.445;2138984;-34444.8164;-32476.075;-26124.4699;-33847.1979;-20742.4387;-36321.9604;-31657.1966;-30802.6448;-14050.1037;-17698.1091;-11165.6338;-17364.4871;-16804.5312;-16826.7041;-30029.2075;-42821.7128;N;0.0;0
1733235847.449;2138988;-34449.7338;-32477.6396;-26121.296;-33819.9511;-20729.9888;-36322.5862;-31651.3181;-30802.086;-14039.8666;-17693.7729;-11162.3481;-17365.8952;-16755.7821;-16823.7761;-30032.1802;-42821.0422;N;0.0;0
1733235847.463;2138992;-34445.9116;-32475.9409;-26101.5594;-33778.1534;-20721.9422;-36322.7427;-31645.909;-30801.9519;-14015.2127;-17693.1024;-11162.2587;-17360.799;-16734.4138;-16825.5195;-30031.9344;-42823.9033;N;0.0;0
1733235847.467;2138996;-34432.1206;-32459.1771;-26079.4759;-33762.0378;-20712.5992;-36304.4366;-31631.425;-30787.3115;-14000.0805;-17681.7477;-11153.5639;-17347.2315;-16755.3574;-16823.1726;-30016.2882;-42810.0899;N;0.0;0
1733235847.471;2139000;-34424.8787;-32452.3151;-26086.9861;-33797.6888;-20715.8178;-36301.1509;-31630.8215;-30779.5107;-14023.9075;-17684.2958;-11153.1168;-17350.9195;-16802.7878;-16825.1395;-30005.5593;-42800.7022;N;0.0;0
1733235847.475;2139004;-34423.0011;-32454.3044;-26102.1182;-33829.7188;-20717.6283;-36306.7612;-31636.6106;-30778.3261;-14036.3798;-17682.4853;-11148.043;-17350.8525;-16790.8967;-16814.9471;-30002.5418;-42801.9986;N;0.0;0
1733235847.478;2139008;-34443.967;-32477.2373;-26119.7761;-33826.2767;-20733.8333;-36330.2305;-31654.1344;-30800.6108;-14039.889;-17694.1752;-11161.0964;-17364.2635;-16754.2174;-16822.0103;-30029.1628;-42824.7973;N;0.0;0
1733235847.482;2139012;-34462.1614;-32497.6668;-26120.916;-33799.2981;-20746.9761;-36346.212;-31666.1373;-30821.2191;-14035.1728;-17708.1898;-11179.1342;-17372.0196;-16749.9259;-16838.4835;-30048.4523;-42843.0587;N;0.0;0
