User;Gain;HeadSet;Rates Hz;Date;Start;MAC
;24;16;250.0;20241203;03:23:26 064 PM;0c:dc:7e:cb:72:aa
tpsLocalPC;tps;Fp1;Fp2;F3;Fz;F4;C1;Cz;C2;P3;Pz;P4;O1;Oz;O2;T3;T4;Marker;Tps_Marker;Marker_int
1733235820.051;2111592;-34497.3207;-32470.867;-26106.7227;-33783.8978;-20689.0404;-36435.8202;-31784.7133;-30842.3191;-14117.226;-17783.7387;-11341.2067;-17468.0427;-16898.1627;-16915.8652;-30162.245;-42862.7282;N;0.0;0
1733235820.055;2111596;-34491.1292;-32471.4035;-26128.605;-33827.3942;-20696.9529;-36441.1846;-31794.8833;-30844.7778;-14152.05;-17793.4617;-11350.4827;-17487.8687;-16942.1956;-16926.0576;-30161.5745;-42858.9061;N;0.0;0
1733235820.059;2111600;-34486.3012;-32463.1333;-26136.0928;-33834.1892;-20690.4933;-36438.2342;-31793.4975;-30839.4134;-14151.7371;-17785.5939;-11334.7247;-17477.4304;-16903.1247;-16906.4775;-30151.2927;-42856.7156;N;0.0;0
1733235820.063;2111604;-34488.6035;-32461.457;-26121.8101;-33802.7626;-20681.262;-36430.8134;-31784.1992;-30836.2842;-14120.2658;-17771.0652;-11318.5868;-17454.7881;-16832.0686;-16887.4338;-30145.0342;-42859.5543;N;0.0;0
1733235820.067;2111608;-34481.5403;-32457.3666;-26094.2951;-33763.0883;-20674.5118;-36422.0738;-31776.9349;-30832.6855;-14091.0298;-17766.1031;-11320.129;-17445.9144;-16824.916;-16891.4571;-30133.456;-42853.3629;N;0.0;0
1733235820.071;2111612;-34472.622;-32448.9623;-26084.7956;-33768.6315;-20671.539;-36412.5744;-31770.4529;-30825.6;-14092.3485;-17767.0419;-11322.9677;-17446.8532;-16873.911;-16897.0898;-30128.6727;-42841.2929;N;0.0;0
1733235820.074;2111616;-34470.6103;-32446.593;-26104.5098;-33812.4856;-20674.1318;-36414.6978;-31776.0184;-30823.1637;-14122.3669;-17771.0652;-11323.1465;-17458.3644;-16913.8312;-16899.5038;-30130.7291;-42839.9295;N;0.0;0
1733235820.078;2111620;-34490.6598;-32463.2674;-26134.9529;-33840.2912;-20687.5876;-36436.1107;-31796.3362;-30840.151;-14150.7089;-17789.1254;-11336.647;-17478.0339;-16906.9469;-16905.7623;-30142.8437;-42854.8604;N;0.0;0
1733235820.082;2111624;-34513.5257;-32483.764;-26138.3727;-33820.3087;-20695.6789;-36449.9241;-31805.2322;-30853.4727;-14141.9694;-17798.1332;-11345.0512;-17478.995;-16861.9081;-16908.1539;-30165.2402;-42873.1889;N;0.0;0
1733235820.086;2111628;-34499.6676;-32472.8563;-26108.4884;-33770.9561;-20678.0657;-36434.6132;-31783.9086;-30838.0499;-14106.1172;-17778.6201;-11333.2048;-17457.068;-16835.2202;-16893.737;-30163.4744;-42861.2754;N;0.0;0
1733235820.089;2111632;-34486.1001;-32458.7077;-26097.4914;-33773.303;-20672.7684;-36421.3586;-31774.3868;-30826.4941;-14100.7081;-17768.6512;-11334.5236;-17451.5024;-16875.3639;-16896.8439;-30153.7961;-42847.4173;N;0.0;0
1733235820.093;2111636;-34482.7473;-32456.8525;-26118.4126;-33818.6994;-20682.9384;-36425.5607;-31784.0651;-30827.1646;-14130.3018;-17776.832;-11338.0551;-17464.6676;-16924.5154;-16904.7341;-30146.2859;-42846.3221;N;0.0;0
1733235820.097;2111640;-34504.0485;-32475.9856;-26152.7002;-33856.8762;-20695.9471;-36451.3099;-31809.6578;-30849.2929;-14159.6496;-17799.4519;-11347.4429;-17486.4605;-16911.0373;-16915.7758;-30163.9438;-42859.8225;N;0.0;0
1733235820.101;2111644;-34513.1904;-32479.7407;-26145.2124;-33827.3942;-20692.8179;-36456.4508;-31810.7083;-30853.7856;-14142.4388;-17796.5462;-11341.7432;-17478.9503;-16858.5777;-16907.0363;-30173.108;-42862.6612;N;0.0;0
1733235820.106;2111648;-34510.5529;-32479.1819;-26119.8431;-33787.2058;-20689.4875;-36451.7793;-31804.6287;-30856.7807;-14124.3115;-17790.7348;-11346.5488;-17471.8201;-16849.6147;-16909.3609;-30167.0283;-42865.4775;N;0.0;0
1733235820.11;2111652;-34503.1545;-32472.0517;-26109.0919;-33790.9609;-20687.2523;-36441.9222;-31799.9125;-30850.5222;-14127.396;-17788.7008;-11348.8957;-17475.3517;-16897.8721;-16914.8371;-30159.317;-42858.6155;N;0.0;0
1733235820.114;2111656;-34499.6899;-32469.593;-26124.2017;-33833.7645;-20690.7392;-36441.4304;-31802.7735;-30845.7613;-14148.9878;-17790.2877;-11347.7781;-17481.2973;-16930.4386;-16914.2783;-30158.9593;-42855.151;N;0.0;0
1733235820.118;2111660;-34497.3654;-32468.6542;-26135.8917;-33848.7178;-20688.7946;-36443.5539;-31803.9805;-30844.5096;-14155.6263;-17789.8407;-11340.8715;-17483.2642;-16903.5271;-16907.5504;-30162.8038;-42853.0276;N;0.0;0
1733235820.12;2111664;-34492.9844;-32467.9166;-26119.7984;-33812.5303;-20675.4059;-36440.5811;-31792.4917;-30841.1792;-14131.4194;-17782.6658;-11330.3885;-17468.0203;-16842.5292;-16891.0101;-30158.4452;-42854.9275;N;0.0;0
1733235820.124;2111668;-34501.2322;-32468.4754;-26107.0132;-33777.4828;-20678.0881;-36440.9834;-31789.4518;-30843.5261;-14111.4816;-17782.6881;-11334.68;-17461.2254;-16839.0647;-16900.9566;-30161.5298;-42858.7273;N;0.0;0
1733235820.128;2111672;-34498.9523;-32470.2859;-26109.3378;-33789.821;-20692.1026;-36439.4188;-31791.307;-30842.7662;-14116.9801;-17785.6386;-11339.6868;-17467.7074;-16898.2521;-16918.1675;-30152.9244;-42861.8118;N;0.0;0
1733235820.132;2111676;-34499.2876;-32472.9681;-26133.0307;-33840.6712;-20700.3504;-36446.0573;-31803.5558;-30847.1471;-14146.9538;-17795.3839;-11343.0396;-17484.0242;-16937.1888;-16922.392;-30157.5512;-42862.5941;N;0.0;0
1733235820.136;2111680;-34494.4596;-32463.8039;-26138.3951;-33850.5507;-20689.5992;-36440.6258;-31800.3148;-30840.7098;-14149.189;-17788.4325;-11336.4682;-17477.2739;-16903.6612;-16908.4221;-30150.5327;-42854.324;N;0.0;0
1733235820.14;2111684;-34486.5024;-32455.2208;-26115.7528;-33811.0551;-20671.9637;-36433.4509;-31791.6423;-30833.3114;-14122.5234;-17775.9156;-11327.3486;-17460.8678;-16851.8946;-16894.8993;-30142.2402;-42849.7642;N;0.0;0
1733235820.144;2111688;-34484.9601;-32456.8301;-26093.1998;-33767.5363;-20664.9452;-36425.516;-31780.757;-30828.9081;-14097.6235;-17765.902;-11317.268;-17443.7463;-16831.8897;-16884.9975;-30140.2509;-42847.3279;N;0.0;0
1733235820.148;2111692;-34490.4587;-32458.5289;-26091.8587;-33778.1087;-20673.6848;-36420.4422;-31778.276;-30826.7847;-14106.9889;-17769.7241;-11321.8054;-17449.9378;-16879.119;-16896.598;-30142.4637;-42845.5397;N;0.0;0
1733235820.161;2111696;-34492.9621;-32465.3909;-26121.1842;-33833.4069;-20692.3038;-36434.0544;-31798.169;-30833.7137;-14141.3659;-17785.5268;-11334.2106;-17470.5461;-16922.5037;-16904.1976;-30150.1974;-42852.3347;N;0.0;0
1733235820.165;2111700;-34499.3323;-32472.3423;-26136.7634;-33852.1823;-20695.5001;-36441.8328;-31806.0145;-30839.3463;-14150.0831;-17787.2255;-11334.0989;-17467.4168;-16887.3444;-16896.6651;-30151.6503;-42858.2132;N;0.0;0
1733235820.169;2111704;-34509.0106;-32481.1935;-26134.0141;-33826.9249;-20690.8956;-36446.2584;-31805.2992;-30845.3143;-14137.9461;-17787.9855;-11335.8647;-17461.5383;-16842.5068;-16895.1005;-30157.4618;-42866.7068;N;0.0;0
1733235820.173;2111708;-34500.5393;-32471.6941;-26110.5224;-33782.2884;-20681.1503;-36437.5189;-31792.0446;-30838.6311;-14110.8781;-17781.3023;-11330.1203;-17451.6812;-16841.6351;-16891.8595;-30152.7902;-42859.7108;N;0.0;0
1733235820.177;2111712;-34501.1204;-32474.6668;-26105.9627;-33795.4313;-20688.2805;-36434.2108;-31795.0398;-30838.944;-14116.8237;-17784.8563;-11339.2845;-17456.5315;-16889.8925;-16906.6787;-30159.4511;-42857.3862;N;0.0;0
1733235820.181;2111716;-34511.894;-32483.4511;-26139.6915;-33850.8412;-20709.4029;-36448.7842;-31814.5975;-30851.908;-14151.2901;-17798.7367;-11350.2592;-17476.9834;-16935.356;-16922.5931;-30168.66;-42867.9585;N;0.0;0
1733235820.185;2111720;-34508.4295;-32480.8583;-26147.4699;-33856.9656;-20705.1113;-36448.3148;-31811.5354;-30850.9246;-14154.6205;-17797.0603;-11347.4429;-17479.1962;-16913.1383;-16914.77;-30160.971;-42864.874;N;0.0;0
1733235820.189;2111724;-34508.7871;-32482.1547;-26132.6283;-33818.7888;-20693.4437;-36446.7725;-31804.3828;-30849.9187;-14135.5768;-17792.1206;-11341.989;-17472.2895;-16860.3882;-16908.288;-30160.0322;-42867.0868;N;0.0;0
1733235820.191;2111728;-34503.1992;-32473.4822;-26101.4029;-33765.0105;-20681.8432;-36430.5228;-31786.9484;-30841.7156;-14101.848;-17775.5803;-11329.5615;-17442.8299;-16831.9568;-16895.6369;-30149.9963;-42862.5271;N;0.0;0
1733235820.195;2111732;-34488.4023;-32460.5182;-26083.0522;-33765.8599;-20677.5963;-36414.4519;-31774.4985;-30826.4494;-14094.986;-17764.9856;-11325.6052;-17434.0904;-16869.396;-16896.3075;-30126.6611;-42844.3998;N;0.0;0
1733235820.199;2111736;-34487.0389;-32460.8535;-26107.7955;-33815.5925;-20687.5429;-36425.3148;-31788.8036;-30832.395;-14132.5369;-17780.2071;-11341.1844;-17457.0903;-16921.0061;-16912.356;-30136.6076;-42845.3609;N;0.0;0
1733235820.203;2111740;-34498.0136;-32469.3918;-26133.6789;-33838.1678;-20692.0356;-36437.4518;-31801.6559;-30842.3415;-14153.3464;-17789.5054;-11342.3243;-17470.1661;-16899.8614;-16913.7642;-30150.3539;-42854.9051;N;0.0;0
1733235820.209;2111744;-34505.859;-32477.9302;-26132.6954;-33815.1231;-20687.8558;-36442.2575;-31802.6617;-30847.773;-14138.5719;-17791.8747;-11336.8928;-17471.0825;-16853.1463;-16907.1034;-30158.0206;-42861.4095;N;0.0;0
1733235820.213;2111748;-34509.48;-32484.1216;-26114.0093;-33782.959;-20689.9121;-36442.5257;-31800.583;-30850.254;-14120.3552;-17794.1099;-11341.4526;-17471.7531;-16854.5321;-16909.8973;-30161.5298;-42864.3599;N;0.0;0
1733235820.217;2111752;-34506.8425;-32480.6124;-26107.6614;-33792.9949;-20697.467;-36437.5189;-31794.7939;-30847.1024;-14123.1045;-17792.2547;-11345.61;-17475.6423;-16905.5611;-16923.8672;-30151.3597;-42861.8118;N;0.0;0
1733235820.221;2111756;-34501.3887;-32473.9963;-26124.4029;-33830.8588;-20694.1143;-36432.1321;-31791.4858;-30836.53;-14139.8013;-17785.7503;-11333.4507;-17471.1943;-16918.2569;-16906.6787;-30147.0459;-42849.5854;N;0.0;0
1733235820.223;2111760;-34504.205;-32473.6387;-26135.4893;-33845.1639;-20691.2532;-36434.2779;-31798.7502;-30838.0723;-14148.0938;-17787.0467;-11326.097;-17468.8697;-16893.0441;-16896.911;-30146.3306;-42848.4455;N;0.0;0
1733235820.227;2111764;-34503.5121;-32474.108;-26126.2581;-33810.7422;-20685.2853;-36433.4732;-31794.481;-30838.0723;-14129.2512;-17782.6434;-11319.4138;-17455.1904;-16836.7624;-16884.9304;-30150.1974;-42852.0665;N;0.0;0
1733235820.231;2111768;-34510.0611;-32482.937;-26110.0754;-33773.9512;-20690.3815;-36433.3168;-31791.8211;-30843.6379;-14112.1522;-17784.2975;-11327.2145;-17453.8046;-16835.4437;-16896.3969;-30162.1333;-42862.3483;N;0.0;0
1733235820.235;2111772;-34509.5247;-32478.7572;-26108.2873;-33782.2661;-20692.3261;-36428.2206;-31790.5918;-30842.8556;-14115.1026;-17787.762;-11334.9929;-17460.0184;-16890.4513;-16910.5455;-30160.971;-42855.5086;N;0.0;0
1733235820.251;2111776;-34504.7191;-32471.4258;-26127.3757;-33825.6508;-20697.8694;-36429.2488;-31794.2128;-30840.0616;-14139.6224;-17786.8679;-11331.4614;-17466.1204;-16922.2578;-16908.4221;-30146.5094;-42851.3065;N;0.0;0
1733235820.255;2111780;-34506.7084;-32480.97;-26145.4135;-33846.5497;-20704.4408;-36444.1127;-31805.031;-30846.9236;-14155.4251;-17795.6074;-11332.8919;-17474.0553;-16895.704;-16907.3939;-30155.5619;-42860.7836;N;0.0;0
1733235820.259;2111784;-34505.6131;-32481.0818;-26134.4612;-33810.0046;-20691.6332;-36438.9494;-31796.6044;-30844.0179;-14131.9335;-17786.4209;-11328.2874;-17460.1525;-16836.8742;-16892.8653;-30156.5677;-42861.7001;N;0.0;0
1733235820.263;2111788;-34509.8153;-32475.8738;-26113.0258;-33766.1058;-20684.9277;-36428.7347;-31787.3955;-30841.738;-14108.5535;-17781.8611;-11325.9405;-17451.8377;-16830.0793;-16894.0946;-30158.0206;-42861.4989;N;0.0;0
1733235820.257;2111792;-34506.7754;-32474.3986;-26110.4107;-33779.9639;-20688.1464;-36427.5947;-31785.8756;-30837.6253;-14114.9238;-17785.0351;-11328.5556;-17460.0855;-16879.119;-16908.0645;-30158.4899;-42855.978;N;0.0;0
1733235820.261;2111796;-34496.5383;-32469.8389;-26126.1016;-33823.4156;-20690.8286;-36433.0709;-31796.2691;-30835.0548;-14147.0209;-17793.0817;-11338.6363;-17478.0339;-16927.4658;-16917.3405;-30153.1926;-42852.4464;N;0.0;0
1733235820.265;2111800;-34509.7035;-32475.8515;-26145.3241;-33843.5769;-20690.9403;-36440.6258;-31804.3157;-30841.6933;-14162.6;-17800.4801;-11344.023;-17491.1097;-16916.0664;-16916.8487;-30167.006;-42859.4872;N;0.0;0
1733235820.269;2111804;-34512.2069;-32479.1819;-26132.1142;-33813.0891;-20680.0997;-36438.6365;-31800.4936;-30842.1403;-14136.3367;-17789.9078;-11331.5731;-17475.3964;-16855.7167;-16904.9799;-30165.5978;-42861.633;N;0.0;0
1733235820.267;2111808;-34502.238;-32474.8904;-26104.4651;-33766.821;-20671.4272;-36428.7347;-31788.2001;-30834.7642;-14106.5642;-17773.2334;-11321.9842;-17456.0621;-16838.1482;-16900.9566;-30152.522;-42855.2851;N;0.0;0
1733235820.271;2111812;-34492.8503;-32460.2723;-26096.1503;-33771.7831;-20672.2766;-36418.6317;-31777.7172;-30824.9295;-14107.6818;-17771.8028;-11323.7724;-17452.7094;-16882.0918;-16903.0353;-30136.2053;-42841.6729;N;0.0;0
1733235820.275;2111816;-34497.9912;-32461.3675;-26120.5137;-33823.1474;-20685.8218;-36427.8406;-31790.0106;-30829.3551;-14139.1754;-17782.7775;-11329.852;-17469.0485;-16919.2851;-16911.3278;-30147.5152;-42845.0257;N;0.0;0
1733235820.279;2111820;-34506.0825;-32473.5269;-26139.7138;-33845.4321;-20693.846;-36438.0106;-31799.3984;-30839.0111;-14154.1064;-17787.4267;-11331.9308;-17478.7715;-16902.633;-16910.6349;-30163.6085;-42854.3016;N;0.0;0
1733235820.283;2111824;-34512.2293;-32477.282;-26133.0083;-33818.3418;-20690.3145;-36441.8775;-31798.0126;-30842.9897;-14137.1191;-17783.4257;-11333.2719;-17473.653;-16859.1812;-16907.5504;-30170.3587;-42862.2365;N;0.0;0
1733235820.287;2111828;-34507.513;-32470.2859;-26105.091;-33774.51;-20679.1386;-36429.9864;-31782.4781;-30833.4231;-14105.6478;-17770.8194;-11328.3545;-17454.6316;-16844.7644;-16905.9187;-30158.8029;-42857.4309;N;0.0;0
1733235820.291;2111832;-34505.3002;-32471.1353;-26113.6293;-33792.3691;-20692.2144;-36437.8542;-31788.2001;-30840.6875;-14122.8363;-17782.4646;-11340.5138;-17472.2672;-16906.6563;-16926.2141;-30157.6182;-42855.3522;N;0.0;0
1733235820.295;2111836;-34504.3615;-32474.1751;-26134.9082;-33845.4768;-20704.9549;-36447.3313;-31803.5334;-30844.219;-14152.4523;-17791.4053;-11345.23;-17482.0572;-16949.4599;-16927.3987;-30157.5735;-42849.2278;N;0.0;0
1733235820.298;2111840;-34500.2487;-32472.0964;-26135.1988;-33853.6352;-20698.6964;-36443.8668;-31801.5441;-30837.7147;-14149.2337;-17783.2916;-11336.1776;-17464.4217;-16901.7389;-16904.8235;-30149.9516;-42847.5961;N;0.0;0
1733235820.302;2111844;-34516.6549;-32484.7475;-26132.226;-33832.401;-20702.1162;-36450.6394;-31806.8415;-30851.0363;-14141.8353;-17789.7736;-11341.3632;-17468.9144;-16854.5321;-16910.8808;-30156.6571;-42865.9245;N;0.0;0
1733235820.306;2111848;-34511.9163;-32482.7582;-26110.3213;-33787.1164;-20697.3776;-36443.2633;-31794.548;-30847.393;-14119.0588;-17783.6716;-11337.2728;-17463.7735;-16844.0714;-16907.5504;-30159.1605;-42862.4377;N;0.0;0
1733235820.31;2111852;-34490.4363;-32467.0002;-26097.3126;-33786.5353;-20689.4651;-36430.411;-31781.4052;-30832.9314;-14113.605;-17777.3461;-11329.1591;-17457.5374;-16876.8391;-16902.3201;-30148.5658;-42849.3842;N;0.0;0
1733235820.312;2111856;-34490.4363;-32460.7641;-26118.9714;-33828.6683;-20691.365;-36433.3168;-31787.6637;-30830.8974;-14139.019;-17780.3859;-11328.8015;-17468.6015;-16915.1276;-16900.0179;-30145.146;-42845.4056;N;0.0;0
1733235820.316;2111860;-34493.0291;-32458.1489;-26129.1414;-33840.6935;-20686.6711;-36434.1438;-31789.7871;-30830.3609;-14141.4329;-17777.3237;-11320.062;-17463.237;-16888.4397;-16890.7419;-30136.1829;-42840.98;N;0.0;0
1733235820.32;2111864;-34500.8969;-32464.6533;-26122.7936;-33814.7432;-20680.0997;-36436.8036;-31788.6025;-30832.1267;-14119.7518;-17771.8475;-11310.339;-17452.1729;-16834.7955;-16875.3415;-30141.592;-42847.6408;N;0.0;0
1733235820.324;2111868;-34503.0427;-32467.6931;-26100.5983;-33774.8006;-20672.4778;-36429.6958;-31777.963;-30828.7293;-14093.0191;-17765.4326;-11307.6344;-17443.6346;-16824.8266;-16878.292;-30146.8894;-42847.1267;N;0.0;0
1733235820.328;2111872;-34492.7832;-32457.6348;-26091.9929;-33777.2146;-20671.159;-36424.242;-31771.861;-30822.4037;-14097.3106;-17766.6619;-11312.373;-17445.0651;-16871.6758;-16889.7361;-30131.4667;-42835.5709;Motor Imagery End:1:Left;1733235820.329;-1
1733235820.332;2111876;-34498.9747;-32471.2917;-26124.1347;-33837.4525;-20692.5943;-36441.6093;-31794.9504;-30836.1724;-14141.5;-17789.6842;-11331.3049;-17475.7317;-16926.9294;-16913.2054;-30144.453;-42845.7633;Recovery Start:1:3;1733235820.33;-1
1733235820.336;2111880;-34519.0689;-32489.2402;-26153.6837;-33870.846;-20712.1745;-36464.341;-31818.5091;-30856.7137;-14168.8138;-17813.69;-11347.577;-17498.754;-16922.5484;-16929.9245;-30170.8505;-42863.4658;N;0.0;0
1733235820.34;2111884;-34530.1107;-32494.3364;-26147.8946;-33838.2348;-20704.5749;-36466.8667;-31819.962;-30861.9663;-14157.4591;-17813.1983;-11347.1299;-17495.8259;-16873.3299;-16921.5426;-30179.7017;-42869.2102;N;0.0;0
1733235820.344;2111888;-34520.4324;-32483.317;-26111.9977;-33785.8871;-20693.4661;-36449.8347;-31797.5208;-30849.4046;-14126.7926;-17795.8757;-11345.3194;-17481.3867;-16860.1647;-16912.5125;-30169.0623;-42864.5164;N;0.0;0
1733235820.348;2111892;-34501.2322;-32471.2247;-26092.3728;-33781.1485;-20687.2299;-36430.344;-31782.3216;-30833.4231;-14121.7634;-17783.4034;-11338.301;-17472.6918;-16900.6884;-16908.5339;-30156.0089;-42847.4173;N;0.0;0
1733235820.352;2111896;-34504.3615;-32471.7835;-26117.4068;-33828.4895;-20695.4554;-36436.9601;-31791.5976;-30837.357;-14147.5797;-17789.416;-11339.3962;-17481.6549;-16932.8079;-16912.2219;-30158.7805;-42848.9372;N;0.0;0
1733235820.356;2111900;-34503.1992;-32469.0565;-26129.5885;-33841.9229;-20692.6167;-36438.5024;-31793.8328;-30836.8877;-14148.6079;-17789.0807;-11332.4225;-17478.8833;-16907.4833;-16904.3317;-30160.5687;-42851.1724;N;0.0;0
1733235820.359;2111904;-34508.9883;-32475.8962;-26124.1347;-33817.783;-20691.2979;-36443.8891;-31797.4314;-30843.839;-14136.2473;-17789.036;-11332.9366;-17472.4013;-16867.0043;-16902.8118;-30163.6532;-42859.666;N;0.0;0
1733235820.363;2111908;-34516.4761;-32483.384;-26109.8966;-33784.5236;-20695.2319;-36448.3818;-31801.0747;-30850.0081;-14124.155;-17797.7085;-11343.8666;-17470.3225;-16868.0325;-16912.9819;-30166.1789;-42867.668;N;0.0;0
1733235820.367;2111912;-34504.585;-32469.4589;-26103.0123;-33786.8258;-20692.6167;-36442.3692;-31795.5762;-30840.3298;-14127.9772;-17796.7027;-11344.2019;-17474.1447;-16910.0314;-16920.6709;-30158.8476;-42856.9391;N;0.0;0
1733235820.371;2111916;-34499.1088;-32462.5969;-26116.8927;-33825.8073;-20691.0521;-36442.2128;-31794.2798;-30833.7584;-14153.7264;-17798.3791;-11340.9832;-17484.6277;-16943.4696;-16921.9002;-30143.559;-42846.9926;N;0.0;0
1733235820.376;2111920;-34493.5432;-32456.6737;-26119.8431;-33828.9812;-20676.9705;-36433.138;-31785.0485;-30824.0354;-14152.0947;-17786.3762;-11322.7889;-17475.1729;-16905.6058;-16905.047;-30134.4395;-42839.3707;N;0.0;0
1733235820.38;2111924;-34504.8085;-32474.0633;-26124.2464;-33810.0493;-20682.2678;-36445.4538;-31797.1855;-30840.7545;-14147.5573;-17795.071;-11333.2272;-17481.342;-16868.4348;-16918.6369;-30162.7144;-42857.2521;N;0.0;0
1733235820.384;2111928;-34512.2963;-32486.1556;-26114.054;-33785.6859;-20691.4097;-36453.2098;-31801.4547;-30852.4892;-14131.6876;-17803.8776;-11345.7218;-17484.7841;-16873.1511;-16936.5183;-30174.0021;-42870.9537;N;0.0;0
1733235820.388;2111932;-34506.5743;-32478.489;-26109.7625;-33788.2563;-20694.8742;-36441.9222;-31797.1185;-30846.0966;-14127.9101;-17798.7814;-11345.4312;-17476.6257;-16910.6126;-16922.9731;-30162.7591;-42862.4153;N;0.0;0
1733235820.402;2111936;-34494.8396;-32466.2179;-26117.9432;-33825.025;-20689.711;-36435.1496;-31796.2915;-30835.9042;-14146.8644;-17794.9816;-11338.3457;-17476.9834;-16935.9595;-16917.9216;-30151.695;-42856.5815;N;0.0;0
1733235820.406;2111940;-34494.0126;-32460.3617;-26126.9286;-33837.5643;-20683.3184;-36438.1;-31798.5043;-30832.7302;-14150.0831;-17788.6114;-11333.2048;-17471.4848;-16903.8847;-16904.4435;-30144.2072;-42850.3454;N;0.0;0
1733235820.41;2111944;-34505.1214;-32464.1392;-26122.6371;-33810.1834;-20680.0774;-36441.8551;-31798.9737;-30836.0159;-14128.9607;-17784.0516;-11326.3205;-17461.7171;-16847.3125;-16891.4124;-30152.4103;-42854.5028;N;0.0;0
1733235820.414;2111948;-34497.8124;-32461.2781;-26092.4622;-33768.1845;-20673.5283;-36429.517;-31784.8027;-30829.3775;-14098.1823;-17773.3675;-11323.75;-17448.0602;-16836.7177;-16890.3619;-30151.2033;-42851.2841;N;0.0;0
1733235820.417;2111952;-34491.5092;-32459.6912;-26087.6566;-33778.3098;-20675.5176;-36424.8902;-31784.2439;-30826.9188;-14103.815;-17776.5638;-11334.1436;-17451.1001;-16883.1199;-16899.5932;-30143.9613;-42850.8148;N;0.0;0
1733235820.421;2111956;-34497.3207;-32463.6921;-26111.0142;-33829.8306;-20685.1736;-36432.9815;-31792.6481;-30832.5291;-14136.2697;-17786.6668;-11338.9716;-17464.6676;-16929.4775;-16909.3609;-30147.5376;-42853.8099;N;0.0;0
1733235820.425;2111960;-34499.7123;-32468.6989;-26129.9685;-33849.1201;-20688.6381;-36440.067;-31800.6054;-30836.7759;-14147.8032;-17790.1983;-11334.0318;-17469.6743;-16913.6077;-16904.22;-30153.5279;-42857.8109;N;0.0;0
1733235820.429;2111964;-34488.8046;-32458.73;-26111.3942;-33805.8695;-20671.4272;-36426.9912;-31785.3391;-30826.9858;-14118.7459;-17776.6755;-11315.5022;-17449.2896;-16848.363;-16884.8857;-30146.7329;-42851.3288;N;0.0;0
1733235820.431;2111968;-34473.4937;-32439.7758;-26075.5643;-33747.375;-20652.6518;-36408.9981;-31762.965;-30810.7361;-14081.7314;-17758.5036;-11299.6772;-17424.0768;-16822.5691;-16875.2521;-30128.8739;-42834.6545;N;0.0;0
1733235820.435;2111972;-34464.6871;-32435.0819;-26066.5342;-33751.823;-20658.0609;-36403.1419;-31754.5384;-30805.4164;-14082.7596;-17755.799;-11302.0241;-17426.7814;-16867.2279;-16884.3269;-30119.5756;-42825.155;N;0.0;0
1733235820.439;2111976;-34469.3139;-32441.9215;-26092.127;-33806.2495;-20672.6342;-36413.9155;-31768.2624;-30812.8372;-14119.7518;-17767.3101;-11310.8307;-17450.3848;-16918.1228;-16890.8089;-30126.6164;-42824.1268;N;0.0;0
1733235820.443;2111980;-34491.2633;-32456.4502;-26127.1521;-33837.3184;-20686.6488;-36434.2332;-31790.7035;-30831.0762;-14144.2716;-17780.6765;-11321.3807;-17470.8143;-16907.8633;-16895.1005;-30145.6377;-42839.6612;N;0.0;0
1733235820.448;2111984;-34508.5412;-32468.9671;-26124.4476;-33808.9541;-20684.3019;-36439.5529;-31793.0281;-30840.0393;-14132.3358;-17780.9671;-11322.9454;-17466.7239;-16854.6885;-16893.9605;-30157.6629;-42853.8993;N;0.0;0
1733235820.452;2111988;-34520.2759;-32482.1994;-26112.3329;-33779.2262;-20694.2484;-36442.9504;-31795.8221;-30848.6447;-14120.7576;-17788.6784;-11338.6586;-17472.3119;-16860.947;-16914.4347;-30164.592;-42867.8691;N;0.0;0
1733235820.456;2111992;-34510.3517;-32480.0983;-26102.7887;-33785.2165;-20699.0317;-36435.4625;-31790.7259;-30841.9168;-14125.5856;-17793.484;-11344.3136;-17475.5082;-16906.8128;-16925.7224;-30163.4297;-42862.4153;N;0.0;0
1733235820.46;2111996;-34500.9416;-32475.1139;-26115.1493;-33824.6897;-20699.1658;-36430.1875;-31789.1836;-30835.1219;-14148.0044;-17792.5006;-11343.129;-17480.962;-16935.5571;-16927.667;-30155.7854;-42861.2754;N;0.0;0
1733235820.463;2112000;-34512.3634;-32481.1935;-26137.8139;-33849.746;-20706.1172;-36440.134;-31796.9397;-30839.5475;-14164.6788;-17797.105;-11338.6363;-17488.6957;-16907.3045;-16921.6767;-30164.4579;-42867.0868;N;0.0;0
1733235820.467;2112004;-34502.8192;-32469.3918;-26116.3563;-33809.7364;-20683.3631;-36425.5607;-31776.8008;-30824.5495;-14128.7372;-17774.5521;-11317.4021;-17466.0981;-16840.6293;-16889.7584;-30158.6241;-42851.2841;N;0.0;0
1733235820.471;2112008;-34493.7444;-32466.9331;-26089.713;-33764.8988;-20673.7295;-36412.2614;-31760.3499;-30817.844;-14093.1532;-17759.2635;-11307.3885;-17448.999;-16816.6012;-16879.946;-30150.1751;-42844.1986;N;0.0;0
1733235820.475;2112012;-34495.3984;-32469.7495;-26092.2834;-33779.0698;-20685.4418;-36418.7658;-31769.3129;-30820.9285;-14104.4185;-17768.5395;-11315.2564;-17455.8386;-16867.6749;-16894.1393;-30149.4151;-42849.943;N;0.0;0
